"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group B","high school","standard","none","65","65","59"
"female","group C","some high school","standard","none","34","49","37"
"female","group D","some college","free/reduced","none","40","46","45"
"female","group B","some high school","free/reduced","none","55","74","69"
"female","group C","some college","standard","none","74","77","75"
"female","group C","high school","standard","none","55","62","63"
"female","group C","some college","standard","none","49","63","56"
"male","group B","high school","standard","none","51","65","54"
"female","group D","bachelor's degree","standard","none","70","74","81"
"female","group D","some high school","standard","none","69","71","75"
"female","group B","bachelor's degree","free/reduced","none","66","68","67"
"female","group D","some college","standard","none","59","66","68"
"male","group C","master's degree","standard","completed","73","68","72"
"female","group C","high school","free/reduced","none","65","81","78"
"male","group E","high school","free/reduced","none","58","55","49"
"male","group C","some college","free/reduced","none","54","49","44"
"female","group B","high school","standard","none","85","89","85"
"female","group C","some college","free/reduced","completed","45","55","65"
"female","group D","some high school","free/reduced","none","72","77","76"
"female","group C","associate's degree","free/reduced","none","26","31","26"
"female","group B","high school","free/reduced","none","63","78","70"
"male","group D","associate's degree","free/reduced","none","71","79","81"
"male","group B","bachelor's degree","standard","none","82","80","74"
"female","group C","some high school","standard","none","75","79","77"
"female","group C","high school","standard","completed","59","70","70"
"male","group D","some college","standard","completed","84","87","86"
"male","group C","associate's degree","standard","completed","86","71","75"
"male","group C","some high school","free/reduced","none","66","64","58"
"female","group A","bachelor's degree","standard","completed","87","98","100"
"female","group B","master's degree","standard","completed","68","86","88"
"male","group E","some high school","standard","completed","68","64","59"
"female","group C","high school","standard","none","57","77","72"
"female","group B","associate's degree","free/reduced","completed","54","64","69"
"female","group B","some college","standard","none","71","85","82"
"male","group D","high school","free/reduced","none","50","41","38"
"male","group D","some college","free/reduced","none","77","81","77"
"male","group E","high school","standard","none","80","60","63"
"female","group C","high school","standard","completed","75","80","82"
"male","group B","bachelor's degree","standard","none","80","79","78"
"male","group D","high school","standard","none","75","69","65"
"male","group C","some college","free/reduced","none","53","51","41"
"male","group E","associate's degree","free/reduced","completed","89","92","88"
"female","group C","high school","standard","none","51","69","66"
"male","group D","master's degree","standard","none","89","83","86"
"female","group B","some college","standard","completed","57","74","72"
"female","group D","bachelor's degree","standard","none","53","65","68"
"female","group B","some college","standard","none","55","61","59"
"male","group D","master's degree","free/reduced","completed","95","89","86"
"female","group E","some high school","free/reduced","completed","65","75","76"
"female","group E","bachelor's degree","free/reduced","completed","90","95","92"
"female","group A","some college","standard","completed","60","80","78"
"male","group C","associate's degree","free/reduced","none","35","38","31"
"male","group C","high school","standard","none","44","43","39"
"male","group B","associate's degree","free/reduced","none","69","68","68"
"male","group C","master's degree","standard","none","60","59","57"
"female","group E","some college","standard","none","67","69","65"
"female","group D","high school","standard","none","65","68","66"
"female","group D","some college","standard","none","73","74","77"
"female","group B","some college","standard","none","87","94","88"
"female","group C","some college","free/reduced","none","63","64","61"
"female","group E","high school","standard","completed","76","88","85"
"female","group C","high school","standard","completed","75","71","75"
"female","group D","associate's degree","standard","completed","69","83","86"
"female","group B","some high school","standard","none","59","79","69"
"male","group B","some high school","free/reduced","completed","64","68","67"
"male","group E","high school","standard","none","87","85","79"
"male","group B","associate's degree","standard","none","61","58","52"
"male","group C","some college","standard","none","72","61","62"
"female","group C","associate's degree","standard","none","82","90","89"
"male","group D","high school","standard","none","71","63","63"
"female","group B","some high school","free/reduced","completed","52","78","76"
"male","group B","master's degree","standard","none","84","74","77"
"male","group D","some college","standard","none","100","91","84"
"female","group C","high school","free/reduced","none","50","56","52"
"female","group D","high school","standard","none","88","95","94"
"female","group D","associate's degree","standard","none","66","80","73"
"female","group D","some college","standard","completed","91","100","100"
"female","group C","high school","standard","completed","56","69","67"
"male","group B","associate's degree","standard","none","73","70","68"
"male","group C","some high school","standard","completed","64","55","62"
"male","group B","some high school","standard","completed","82","79","77"
"male","group B","high school","standard","completed","84","73","69"
"female","group C","bachelor's degree","free/reduced","completed","52","67","72"
"female","group B","high school","standard","none","58","75","70"
"female","group D","associate's degree","standard","none","80","81","81"
"female","group A","high school","free/reduced","none","46","53","53"
"male","group D","some high school","standard","none","60","60","58"
"male","group D","bachelor's degree","free/reduced","none","76","78","72"
"female","group C","master's degree","standard","none","72","72","74"
"female","group D","associate's degree","standard","none","67","72","72"
"male","group C","some high school","standard","none","73","75","76"
"male","group D","associate's degree","standard","none","100","90","85"
"female","group D","some college","standard","completed","100","99","100"
"female","group C","some high school","standard","completed","56","75","72"
"female","group E","some high school","standard","none","94","98","92"
"female","group C","associate's degree","free/reduced","none","66","78","75"
"male","group B","some high school","standard","completed","74","70","64"
"male","group C","associate's degree","standard","completed","70","81","76"
"female","group B","master's degree","standard","completed","70","79","78"
"female","group C","some college","free/reduced","none","61","73","67"
"female","group C","associate's degree","free/reduced","none","68","74","73"
"male","group B","high school","free/reduced","none","55","48","48"
"male","group D","high school","standard","none","100","84","77"
"male","group C","some college","standard","none","81","66","64"
"male","group D","associate's degree","free/reduced","none","69","67","68"
"female","group B","some high school","standard","none","47","59","57"
"female","group D","some high school","standard","completed","73","77","82"
"female","group B","high school","standard","completed","61","69","68"
"female","group C","some high school","free/reduced","none","23","25","24"
"female","group B","associate's degree","standard","none","76","79","76"
"female","group E","master's degree","standard","none","92","98","98"
"male","group D","master's degree","free/reduced","none","69","65","63"
"female","group D","high school","standard","none","50","57","57"
"female","group D","some college","standard","none","67","78","73"
"female","group A","some college","standard","none","43","52","57"
"female","group E","bachelor's degree","free/reduced","completed","91","100","100"
"female","group D","high school","standard","none","79","81","83"
"male","group D","high school","standard","completed","42","42","39"
"male","group E","associate's degree","free/reduced","none","77","63","62"
"male","group C","some college","free/reduced","none","50","55","46"
"male","group D","some college","free/reduced","completed","76","81","81"
"male","group E","high school","standard","none","94","81","72"
"female","group C","some high school","standard","none","77","77","74"
"female","group D","some college","free/reduced","none","43","49","51"
"male","group D","some high school","free/reduced","none","52","46","43"
"female","group E","some college","free/reduced","none","59","66","63"
"female","group B","associate's degree","free/reduced","none","49","63","61"
"male","group B","high school","standard","none","41","33","29"
"female","group D","high school","free/reduced","none","53","57","62"
"female","group A","high school","standard","none","67","71","74"
"female","group B","some high school","standard","none","80","89","85"
"male","group D","high school","free/reduced","none","74","81","76"
"male","group B","some college","standard","completed","72","76","71"
"female","group C","high school","standard","none","67","66","69"
"male","group C","associate's degree","standard","completed","90","95","92"
"male","group D","associate's degree","standard","none","56","45","48"
"male","group E","associate's degree","free/reduced","none","41","32","24"
"male","group C","some college","free/reduced","none","49","52","48"
"male","group E","some college","standard","completed","75","72","76"
"male","group A","bachelor's degree","free/reduced","completed","56","77","66"
"female","group E","associate's degree","free/reduced","completed","47","55","54"
"female","group C","high school","standard","completed","76","97","94"
"female","group D","bachelor's degree","standard","none","69","76","76"
"female","group A","some high school","free/reduced","completed","66","79","81"
"female","group D","high school","standard","none","88","94","93"
"female","group D","some high school","free/reduced","none","63","79","78"
"female","group A","some college","free/reduced","none","62","70","74"
"male","group D","associate's degree","free/reduced","completed","78","88","82"
"male","group D","high school","free/reduced","completed","68","76","70"
"male","group C","high school","standard","none","56","55","50"
"female","group D","some high school","free/reduced","completed","51","63","59"
"male","group B","master's degree","free/reduced","none","72","79","75"
"male","group E","some college","free/reduced","completed","68","68","62"
"male","group C","some college","standard","none","69","75","70"
"female","group D","some high school","standard","none","57","55","57"
"female","group D","associate's degree","standard","none","79","88","90"
"female","group A","high school","standard","none","47","52","53"
"male","group E","high school","free/reduced","none","66","49","46"
"female","group C","some high school","standard","none","48","52","46"
"male","group E","some high school","free/reduced","none","67","73","64"
"male","group E","master's degree","standard","none","76","65","61"
"male","group C","bachelor's degree","standard","none","96","83","88"
"male","group C","some college","standard","completed","47","55","51"
"female","group D","some college","standard","completed","67","77","83"
"female","group D","some high school","standard","none","60","69","66"
"male","group D","associate's degree","free/reduced","completed","37","41","38"
"male","group C","some high school","standard","completed","89","78","76"
"male","group D","some high school","standard","completed","82","88","89"
"male","group C","high school","free/reduced","none","32","38","27"
"female","group C","some high school","free/reduced","none","62","77","70"
"male","group D","high school","free/reduced","completed","74","73","74"
"male","group D","associate's degree","standard","completed","73","86","82"
"female","group C","associate's degree","standard","none","72","84","85"
"female","group C","master's degree","standard","none","79","82","81"
"female","group C","high school","standard","none","47","64","55"
"male","group B","high school","free/reduced","none","54","61","52"
"male","group C","some college","standard","none","76","64","57"
"male","group D","some college","standard","none","72","61","64"
"male","group C","some high school","standard","completed","73","72","72"
"male","group E","associate's degree","standard","none","99","88","81"
"female","group B","associate's degree","standard","none","87","87","85"
"female","group D","master's degree","standard","none","62","67","69"
"female","group B","high school","standard","none","74","78","84"
"male","group D","associate's degree","standard","completed","91","89","94"
"female","group D","high school","standard","completed","74","66","78"
"male","group C","bachelor's degree","free/reduced","none","67","66","61"
"female","group C","bachelor's degree","standard","none","83","92","89"
"male","group D","some college","standard","none","73","68","72"
"female","group D","some college","standard","completed","63","64","68"
"female","group E","associate's degree","standard","completed","47","43","51"
"male","group C","bachelor's degree","standard","completed","88","74","75"
"male","group C","associate's degree","free/reduced","completed","62","66","65"
"male","group B","high school","standard","none","79","74","70"
"male","group D","bachelor's degree","free/reduced","none","68","66","60"
"male","group C","master's degree","standard","none","100","97","91"
"female","group E","some high school","free/reduced","none","65","74","71"
"female","group C","bachelor's degree","standard","completed","80","95","95"
"female","group E","some high school","standard","none","93","97","92"
"male","group E","associate's degree","standard","none","90","73","72"
"female","group D","associate's degree","standard","none","69","82","82"
"female","group C","associate's degree","standard","none","71","94","91"
"female","group C","high school","standard","none","77","94","90"
"female","group C","some college","standard","none","60","68","67"
"male","group B","bachelor's degree","standard","none","69","66","66"
"male","group A","bachelor's degree","free/reduced","none","47","49","46"
"male","group E","some college","standard","completed","90","67","75"
"female","group C","some college","standard","none","84","92","88"
"female","group C","high school","standard","none","76","86","80"
"male","group C","some college","standard","none","63","72","61"
"female","group D","some college","free/reduced","none","60","69","73"
"female","group C","high school","free/reduced","none","73","88","80"
"male","group D","high school","free/reduced","none","40","37","38"
"female","group D","associate's degree","free/reduced","none","62","75","74"
"male","group D","bachelor's degree","standard","completed","89","89","90"
"female","group D","some college","free/reduced","none","67","77","79"
"male","group E","some high school","free/reduced","completed","50","50","50"
"male","group E","bachelor's degree","standard","completed","96","95","100"
"female","group A","associate's degree","standard","completed","79","91","91"
"female","group E","some college","standard","none","68","68","73"
"male","group B","associate's degree","standard","none","60","57","55"
"male","group E","associate's degree","free/reduced","completed","86","79","80"
"female","group E","associate's degree","free/reduced","none","70","80","74"
"male","group C","some high school","free/reduced","none","53","55","45"
"male","group A","bachelor's degree","free/reduced","completed","78","86","86"
"male","group B","associate's degree","standard","none","59","35","42"
"female","group B","high school","standard","completed","67","76","76"
"male","group B","bachelor's degree","standard","completed","89","74","74"
"female","group E","some high school","standard","completed","69","81","77"
"male","group C","high school","standard","completed","66","57","57"
"female","group B","some college","standard","none","67","81","78"
"female","group D","high school","free/reduced","none","20","27","30"
"female","group D","some college","free/reduced","none","39","55","50"
"female","group D","some college","free/reduced","none","52","61","64"
"male","group C","bachelor's degree","standard","none","61","51","54"
"male","group D","bachelor's degree","free/reduced","none","32","34","32"
"male","group A","some high school","free/reduced","none","39","42","37"
"male","group B","some college","standard","none","79","69","65"
"male","group D","high school","free/reduced","none","50","49","45"
"male","group C","some college","free/reduced","none","70","74","66"
"male","group A","high school","standard","none","78","72","73"
"male","group A","some college","standard","none","68","68","60"
"male","group C","high school","standard","none","80","65","60"
"female","group D","high school","standard","none","45","54","61"
"female","group C","associate's degree","standard","none","85","87","86"
"female","group C","high school","standard","none","73","89","88"
"female","group D","some high school","standard","completed","50","65","66"
"male","group C","associate's degree","standard","none","48","47","46"
"male","group C","associate's degree","free/reduced","none","31","28","33"
"female","group D","high school","free/reduced","none","50","50","59"
"female","group C","associate's degree","standard","none","70","72","77"
"male","group D","some high school","free/reduced","none","65","76","75"
"female","group D","bachelor's degree","standard","none","63","78","76"
"female","group B","associate's degree","standard","none","48","61","60"
"female","group E","some college","standard","none","95","95","97"
"male","group C","high school","free/reduced","none","47","45","35"
"male","group A","high school","standard","none","58","53","42"
"female","group B","high school","free/reduced","none","58","68","66"
"male","group D","bachelor's degree","standard","none","71","59","58"
"male","group A","some high school","standard","completed","85","77","80"
"female","group D","associate's degree","free/reduced","none","57","69","66"
"female","group D","some high school","standard","none","71","82","79"
"male","group D","high school","free/reduced","none","63","61","57"
"female","group C","associate's degree","standard","none","84","97","93"
"male","group D","some high school","standard","completed","53","43","45"
"male","group C","bachelor's degree","free/reduced","completed","93","96","85"
"female","group C","master's degree","standard","completed","81","85","91"
"male","group D","high school","standard","none","84","74","76"
"male","group C","some college","standard","completed","58","59","54"
"female","group E","associate's degree","standard","none","64","65","65"
"female","group D","some high school","standard","none","54","68","69"
"male","group A","high school","standard","none","57","57","52"
"male","group D","some college","standard","none","82","67","66"
"female","group C","some college","free/reduced","none","66","86","75"
"female","group C","high school","standard","none","57","78","71"
"female","group A","some college","standard","none","48","62","61"
"male","group C","high school","standard","completed","69","64","61"
"female","group B","master's degree","standard","none","76","95","91"
"male","group E","high school","standard","completed","71","71","72"
"female","group C","high school","standard","none","83","81","81"
"male","group D","some college","standard","completed","81","73","74"
"male","group B","associate's degree","standard","none","42","43","33"
"male","group D","some college","standard","none","66","63","63"
"male","group D","some college","standard","completed","75","65","65"
"male","group A","some college","free/reduced","completed","44","49","47"
"female","group A","some high school","free/reduced","completed","65","80","76"
"female","group D","high school","free/reduced","completed","58","71","73"
"male","group D","some high school","standard","completed","57","48","49"
"female","group D","some college","standard","none","82","79","87"
"male","group D","some high school","standard","none","70","62","62"
"female","group D","associate's degree","standard","completed","82","88","98"
"female","group B","bachelor's degree","standard","none","51","75","70"
"female","group B","high school","standard","none","60","68","67"
"female","group A","associate's degree","standard","none","80","85","88"
"female","group D","some college","standard","none","82","83","83"
"male","group A","bachelor's degree","free/reduced","completed","57","61","61"
"female","group B","master's degree","standard","completed","73","78","82"
"male","group A","master's degree","standard","none","79","70","66"
"female","group A","associate's degree","free/reduced","none","47","56","57"
"female","group B","some college","standard","none","64","71","75"
"female","group E","some high school","free/reduced","none","71","83","78"
"female","group E","high school","free/reduced","none","55","68","62"
"female","group D","master's degree","standard","completed","69","78","85"
"female","group C","high school","free/reduced","none","62","77","68"
"female","group A","some college","standard","none","76","82","85"
"male","group D","some high school","free/reduced","none","33","38","29"
"female","group B","associate's degree","free/reduced","completed","75","88","93"
"female","group B","high school","free/reduced","completed","62","82","86"
"female","group D","associate's degree","standard","completed","60","63","65"
"female","group B","bachelor's degree","free/reduced","completed","91","96","97"
"female","group C","some college","standard","none","60","73","75"
"female","group C","high school","standard","none","71","74","77"
"female","group C","some high school","standard","completed","85","100","97"
"female","group B","high school","standard","none","65","60","61"
"female","group D","some high school","standard","none","70","80","70"
"male","group D","some high school","free/reduced","completed","84","85","85"
"female","group C","high school","standard","none","67","68","74"
"female","group C","associate's degree","free/reduced","none","76","89","86"
"female","group D","master's degree","standard","none","97","100","100"
"male","group B","associate's degree","free/reduced","completed","57","62","56"
"female","group B","high school","free/reduced","none","41","49","50"
"male","group B","associate's degree","standard","completed","62","59","57"
"female","group D","some college","free/reduced","none","80","92","87"
"female","group C","bachelor's degree","standard","completed","65","63","73"
"male","group B","associate's degree","standard","completed","93","93","94"
"female","group D","bachelor's degree","standard","none","87","84","85"
"male","group E","associate's degree","standard","none","68","61","62"
"female","group C","some college","free/reduced","none","67","79","82"
"female","group B","high school","standard","none","66","77","73"
"male","group D","associate's degree","standard","none","86","73","74"
"female","group B","some college","standard","none","53","57","56"
"female","group C","some college","free/reduced","completed","41","57","62"
"female","group D","some high school","standard","none","51","59","59"
"male","group D","high school","free/reduced","none","67","59","54"
"female","group C","some high school","standard","none","68","76","73"
"female","group D","high school","standard","none","46","54","46"
"female","group B","bachelor's degree","free/reduced","none","83","84","79"
"male","group C","some college","free/reduced","none","61","65","57"
"female","group C","associate's degree","standard","completed","76","85","91"
"male","group C","some college","standard","none","51","42","44"
"female","group A","some college","free/reduced","completed","46","57","63"
"male","group D","bachelor's degree","standard","none","83","83","81"
"male","group C","associate's degree","standard","none","65","57","64"
"female","group C","associate's degree","free/reduced","none","50","72","61"
"male","group C","some college","standard","none","89","82","84"
"male","group B","high school","standard","none","59","58","51"
"male","group B","some high school","standard","completed","81","86","80"
"female","group C","high school","standard","completed","56","66","70"
"male","group C","some college","standard","none","59","55","50"
"female","group A","some high school","standard","none","52","65","60"
"male","group C","some college","standard","none","84","87","83"
"female","group A","high school","standard","none","82","97","93"
"female","group D","high school","free/reduced","none","36","42","37"
"male","group D","high school","standard","completed","76","74","75"
"male","group C","high school","free/reduced","none","41","41","38"
"female","group B","some high school","standard","none","55","63","61"
"male","group A","some college","standard","none","63","60","55"
"female","group B","associate's degree","standard","none","50","53","54"
"female","group B","some college","free/reduced","none","66","76","66"
"male","group E","some high school","free/reduced","completed","90","86","83"
"male","group D","high school","standard","none","83","67","72"
"female","group D","associate's degree","free/reduced","none","51","55","58"
"female","group E","some high school","standard","none","65","66","65"
"female","group C","high school","free/reduced","none","71","84","78"
"male","group E","associate's degree","free/reduced","none","53","48","44"
"female","group E","associate's degree","standard","none","99","96","96"
"male","group D","some high school","standard","completed","68","73","63"
"female","group D","high school","free/reduced","none","40","39","42"
"female","group D","some high school","standard","none","69","86","87"
"female","group B","some high school","free/reduced","completed","56","61","61"
"male","group B","some high school","standard","none","72","64","66"
"male","group D","some college","free/reduced","none","65","73","70"
"female","group A","master's degree","standard","none","76","73","83"
"male","group E","some college","free/reduced","none","56","45","40"
"female","group B","high school","standard","none","64","70","67"
"male","group E","some high school","free/reduced","completed","86","75","77"
"female","group A","some college","standard","none","62","69","65"
"female","group A","some college","standard","none","39","51","49"
"female","group B","some college","standard","completed","60","64","75"
"female","group C","some high school","standard","completed","61","77","78"
"female","group D","high school","free/reduced","none","21","28","30"
"male","group E","master's degree","standard","none","86","77","66"
"male","group B","bachelor's degree","free/reduced","none","55","66","60"
"male","group D","some college","standard","completed","72","60","64"
"female","group C","associate's degree","free/reduced","completed","75","97","98"
"female","group C","bachelor's degree","standard","completed","80","83","90"
"female","group D","high school","standard","none","74","82","76"
"male","group C","bachelor's degree","free/reduced","completed","41","51","49"
"male","group D","associate's degree","free/reduced","none","73","74","64"
"female","group C","some high school","standard","none","83","90","90"
"female","group B","high school","standard","none","61","60","63"
"male","group B","bachelor's degree","free/reduced","none","50","62","52"
"female","group A","master's degree","standard","none","59","58","60"
"female","group C","bachelor's degree","standard","completed","62","65","71"
"female","group C","bachelor's degree","standard","none","50","55","53"
"male","group C","some high school","standard","completed","74","79","75"
"male","group C","associate's degree","free/reduced","none","79","74","67"
"male","group D","some college","free/reduced","completed","80","75","82"
"female","group B","associate's degree","standard","none","80","94","93"
"female","group D","some college","standard","completed","82","91","98"
"male","group D","bachelor's degree","standard","none","70","73","69"
"male","group D","some college","free/reduced","completed","56","43","54"
"male","group C","high school","free/reduced","none","59","65","54"
"male","group A","associate's degree","free/reduced","completed","78","79","80"
"male","group D","some college","standard","none","91","71","74"
"female","group E","some college","standard","none","83","89","88"
"male","group D","associate's degree","standard","none","89","74","72"
"female","group C","bachelor's degree","standard","none","76","68","72"
"female","group C","high school","standard","none","74","82","76"
"female","group A","some college","free/reduced","none","49","55","50"
"female","group D","some high school","free/reduced","completed","37","57","60"
"female","group B","some college","standard","none","67","70","67"
"female","group C","associate's degree","standard","completed","63","80","78"
"female","group D","some high school","free/reduced","completed","56","66","71"
"female","group C","some college","free/reduced","none","51","71","65"
"female","group C","some college","free/reduced","none","65","76","75"
"male","group A","associate's degree","standard","completed","70","76","79"
"female","group C","associate's degree","standard","none","77","82","85"
"female","group B","high school","standard","completed","75","86","89"
"male","group E","some high school","free/reduced","none","60","51","52"
"male","group B","associate's degree","free/reduced","none","44","40","36"
"male","group C","associate's degree","standard","none","46","47","43"
"male","group C","associate's degree","standard","none","69","51","52"
"male","group E","some college","free/reduced","none","66","45","53"
"male","group C","bachelor's degree","free/reduced","none","38","36","28"
"female","group C","some college","standard","completed","58","67","64"
"female","group E","some high school","free/reduced","completed","73","88","82"
"male","group D","high school","standard","completed","96","89","88"
"male","group C","some college","standard","completed","71","70","68"
"female","group C","some college","free/reduced","completed","57","71","68"
"male","group D","some college","standard","none","50","50","50"
"female","group A","some high school","standard","completed","53","67","68"
"female","group C","high school","standard","completed","76","89","89"
"female","group C","some high school","standard","none","46","63","56"
"male","group B","some college","free/reduced","none","44","47","42"
"female","group A","high school","standard","none","57","74","66"
"male","group C","master's degree","free/reduced","none","60","54","52"
"male","group B","high school","standard","none","66","66","62"
"female","group C","associate's degree","free/reduced","completed","44","57","61"
"female","group B","some high school","standard","completed","65","81","79"
"female","group D","associate's degree","standard","none","75","79","79"
"female","group D","some college","standard","none","59","68","67"
"male","group C","some high school","standard","completed","72","78","78"
"male","group B","some college","free/reduced","none","46","52","42"
"female","group A","some high school","free/reduced","none","52","57","56"
"female","group E","associate's degree","free/reduced","none","59","72","72"
"male","group E","associate's degree","standard","none","86","81","79"
"female","group D","some college","free/reduced","none","46","49","47"
"male","group B","some college","standard","none","69","67","61"
"male","group B","some college","free/reduced","none","76","81","71"
"female","group B","bachelor's degree","standard","completed","61","70","73"
"female","group B","associate's degree","standard","none","62","71","71"
"male","group D","associate's degree","standard","completed","93","86","90"
"female","group D","some college","standard","completed","77","82","87"
"male","group E","high school","standard","none","78","77","78"
"male","group B","high school","standard","completed","62","60","57"
"female","group A","high school","free/reduced","none","57","66","69"
"female","group C","some high school","standard","none","42","58","53"
"male","group C","bachelor's degree","standard","none","65","66","57"
"male","group C","bachelor's degree","free/reduced","completed","72","74","80"
"female","group B","high school","standard","completed","59","78","79"
"male","group D","associate's degree","standard","none","98","86","85"
"female","group D","master's degree","standard","none","54","61","62"
"female","group C","bachelor's degree","standard","none","95","100","100"
"female","group E","high school","standard","completed","90","93","92"
"male","group E","master's degree","standard","completed","89","78","77"
"female","group E","associate's degree","free/reduced","none","40","51","51"
"male","group C","high school","standard","none","72","62","61"
"male","group B","some college","standard","none","78","68","62"
"female","group E","some high school","standard","none","91","86","87"
"male","group B","some high school","standard","none","67","56","55"
"female","group D","some college","standard","none","53","54","51"
"male","group D","some high school","standard","none","81","75","76"
"female","group C","bachelor's degree","standard","completed","92","100","100"
"male","group D","some high school","standard","none","32","32","29"
"male","group C","associate's degree","standard","none","60","63","60"
"female","group B","associate's degree","standard","none","71","79","83"
"female","group B","high school","standard","none","43","54","53"
"female","group E","associate's degree","standard","completed","100","100","100"
"male","group B","some high school","free/reduced","none","41","50","42"
"male","group D","some high school","standard","none","86","83","80"
"male","group C","some high school","free/reduced","completed","65","58","57"
"female","group D","some college","standard","completed","75","91","88"
"male","group C","some college","free/reduced","none","64","72","64"
"male","group D","high school","free/reduced","none","41","38","32"
