"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","associate's degree","free/reduced","none","65","82","80"
"male","group B","bachelor's degree","standard","none","91","96","90"
"male","group C","associate's degree","standard","none","53","53","54"
"male","group C","some college","free/reduced","completed","61","66","61"
"male","group C","high school","standard","completed","79","73","69"
"female","group B","high school","free/reduced","completed","75","89","87"
"female","group C","high school","standard","none","72","76","75"
"male","group B","master's degree","standard","none","88","84","86"
"female","group D","some college","free/reduced","completed","54","55","65"
"female","group D","some college","standard","none","65","67","73"
"female","group A","some college","standard","completed","64","64","65"
"female","group E","some high school","free/reduced","none","55","55","54"
"male","group D","some college","free/reduced","completed","57","53","57"
"male","group B","bachelor's degree","standard","completed","72","66","64"
"male","group A","associate's degree","standard","none","56","56","53"
"female","group C","some high school","standard","none","68","64","72"
"female","group D","high school","standard","none","59","59","63"
"female","group B","some college","free/reduced","completed","51","61","70"
"male","group A","master's degree","standard","completed","61","66","67"
"male","group A","high school","free/reduced","completed","36","40","31"
"male","group C","associate's degree","standard","none","47","49","47"
"male","group D","high school","standard","none","47","44","44"
"female","group D","associate's degree","free/reduced","none","83","84","85"
"female","group C","associate's degree","standard","completed","84","91","98"
"female","group C","associate's degree","free/reduced","completed","58","74","70"
"female","group C","some college","standard","none","65","65","70"
"male","group C","some high school","free/reduced","none","78","71","65"
"male","group D","some high school","standard","none","55","54","48"
"male","group B","associate's degree","standard","none","84","88","79"
"male","group D","high school","standard","completed","97","95","96"
"female","group D","associate's degree","standard","completed","88","100","100"
"female","group D","bachelor's degree","standard","none","81","96","89"
"male","group B","master's degree","standard","completed","50","61","60"
"male","group D","associate's degree","standard","none","70","58","54"
"female","group E","associate's degree","standard","none","63","67","64"
"female","group B","some high school","standard","none","72","84","71"
"male","group C","some high school","free/reduced","none","46","40","40"
"female","group B","bachelor's degree","standard","completed","86","86","93"
"male","group A","some college","standard","completed","76","66","74"
"female","group B","some college","standard","completed","69","69","74"
"male","group B","associate's degree","standard","none","67","59","56"
"female","group E","high school","standard","none","71","72","67"
"female","group C","associate's degree","standard","none","43","50","49"
"male","group C","associate's degree","free/reduced","completed","48","53","55"
"female","group D","master's degree","standard","completed","100","100","100"
"female","group C","some college","standard","none","57","67","71"
"male","group D","associate's degree","free/reduced","none","53","50","49"
"male","group B","some college","standard","completed","70","76","76"
"female","group E","some college","standard","completed","74","75","76"
"male","group E","high school","free/reduced","none","57","51","46"
"female","group C","some college","standard","none","66","75","72"
"male","group E","associate's degree","standard","completed","94","100","97"
"female","group B","some college","standard","none","67","80","76"
"female","group D","bachelor's degree","free/reduced","none","67","79","76"
"female","group B","some college","standard","none","62","72","69"
"male","group B","some college","standard","none","92","85","80"
"male","group A","some high school","standard","none","76","72","66"
"female","group D","associate's degree","standard","none","75","87","82"
"female","group A","high school","standard","none","64","80","70"
"female","group D","some college","standard","completed","90","93","100"
"male","group C","some college","standard","none","77","69","69"
"male","group D","some college","free/reduced","completed","70","59","68"
"male","group E","associate's degree","standard","completed","97","90","92"
"female","group B","some high school","free/reduced","none","50","52","56"
"male","group C","associate's degree","standard","none","53","55","49"
"female","group B","associate's degree","standard","none","24","39","40"
"female","group C","some college","standard","none","50","60","57"
"female","group B","high school","free/reduced","none","34","47","43"
"female","group A","some college","standard","none","50","62","66"
"female","group C","high school","free/reduced","completed","41","65","61"
"female","group E","high school","standard","none","66","71","77"
"female","group E","associate's degree","standard","none","90","92","93"
"male","group D","some high school","free/reduced","none","62","63","64"
"male","group D","some college","free/reduced","none","49","45","45"
"female","group B","some high school","standard","none","62","64","67"
"male","group D","high school","standard","none","64","55","55"
"female","group C","associate's degree","standard","completed","90","100","100"
"female","group C","some high school","free/reduced","none","52","65","68"
"female","group D","master's degree","free/reduced","completed","54","63","68"
"male","group E","some college","free/reduced","completed","87","94","92"
"female","group B","associate's degree","standard","completed","87","100","99"
"male","group E","high school","free/reduced","none","75","73","67"
"female","group D","bachelor's degree","standard","completed","69","63","78"
"female","group C","some college","free/reduced","none","58","77","78"
"male","group C","some college","standard","completed","73","50","53"
"female","group B","master's degree","free/reduced","none","32","48","46"
"male","group C","some college","standard","completed","82","72","75"
"female","group D","some college","standard","none","49","65","63"
"female","group C","some high school","standard","completed","88","99","95"
"female","group D","associate's degree","free/reduced","none","58","75","72"
"male","group E","some high school","free/reduced","none","76","77","70"
"female","group B","associate's degree","standard","completed","78","80","82"
"male","group C","high school","standard","none","72","67","66"
"female","group E","high school","standard","none","75","72","75"
"female","group C","master's degree","standard","none","70","73","70"
"female","group B","some college","free/reduced","none","55","60","59"
"male","group A","some college","standard","none","64","54","53"
"female","group A","some college","standard","none","85","89","92"
"female","group D","master's degree","standard","none","83","87","93"
"female","group E","some college","free/reduced","completed","80","85","87"
"female","group E","bachelor's degree","standard","completed","93","100","100"
"male","group C","associate's degree","standard","none","75","62","54"
"male","group A","some college","free/reduced","completed","42","36","36"
"female","group C","high school","free/reduced","completed","61","67","71"
"female","group C","bachelor's degree","free/reduced","none","75","88","87"
"female","group E","master's degree","standard","none","94","94","91"
"female","group B","associate's degree","standard","completed","81","92","93"
"female","group E","associate's degree","standard","none","100","100","100"
"male","group D","some college","free/reduced","completed","64","63","69"
"female","group B","associate's degree","standard","none","59","70","69"
"female","group C","associate's degree","standard","completed","52","69","68"
"female","group C","some high school","standard","none","34","59","60"
"female","group D","some college","free/reduced","none","45","59","65"
"male","group D","some college","standard","none","89","96","91"
"male","group C","some high school","free/reduced","completed","70","74","72"
"male","group A","associate's degree","free/reduced","completed","55","67","67"
"female","group C","bachelor's degree","free/reduced","none","65","70","71"
"female","group E","some high school","standard","none","52","51","51"
"male","group B","associate's degree","free/reduced","none","62","59","63"
"female","group B","some college","standard","none","59","71","67"
"female","group D","some college","free/reduced","completed","69","77","84"
"female","group B","some college","standard","none","61","70","65"
"male","group D","associate's degree","free/reduced","none","61","60","61"
"male","group C","associate's degree","standard","none","55","52","52"
"male","group D","associate's degree","standard","none","65","62","62"
"male","group E","associate's degree","standard","completed","81","76","63"
"male","group B","some high school","standard","none","59","59","54"
"male","group B","associate's degree","standard","none","80","74","69"
"female","group E","bachelor's degree","free/reduced","completed","62","69","68"
"male","group C","some high school","standard","completed","62","57","57"
"female","group D","master's degree","standard","none","78","94","94"
"male","group C","high school","free/reduced","none","53","48","38"
"female","group C","high school","free/reduced","none","72","74","69"
"male","group C","associate's degree","free/reduced","completed","60","68","65"
"male","group C","associate's degree","standard","none","57","57","54"
"male","group C","some high school","free/reduced","completed","79","77","71"
"female","group E","high school","standard","completed","84","83","85"
"female","group D","high school","standard","completed","49","71","71"
"male","group E","some college","standard","completed","93","89","84"
"female","group B","associate's degree","standard","none","49","54","55"
"male","group C","high school","standard","completed","94","92","93"
"female","group C","some college","standard","completed","33","38","33"
"male","group C","associate's degree","standard","completed","86","83","84"
"male","group E","associate's degree","standard","completed","67","53","59"
"male","group B","associate's degree","free/reduced","none","80","68","73"
"male","group B","associate's degree","standard","none","86","77","74"
"male","group C","bachelor's degree","free/reduced","completed","80","89","88"
"male","group E","associate's degree","free/reduced","none","51","50","40"
"female","group D","high school","free/reduced","none","71","83","83"
"male","group B","some college","standard","none","61","56","53"
"male","group C","bachelor's degree","standard","completed","93","95","90"
"female","group D","some college","standard","none","92","91","96"
"female","group B","some high school","standard","completed","58","66","66"
"male","group C","some college","standard","none","67","63","63"
"male","group B","associate's degree","standard","none","75","80","78"
"female","group D","high school","free/reduced","none","57","78","73"
"female","group C","high school","standard","none","72","84","80"
"male","group B","some college","free/reduced","completed","47","56","51"
"male","group D","some college","standard","none","99","83","87"
"female","group D","some college","standard","completed","93","100","100"
"female","group E","associate's degree","standard","none","100","97","93"
"female","group D","high school","standard","none","73","82","84"
"female","group C","some high school","standard","none","77","92","86"
"female","group D","some high school","standard","none","57","71","69"
"female","group B","some college","standard","none","71","75","73"
"male","group D","high school","standard","none","71","77","72"
"male","group E","high school","standard","none","73","64","60"
"female","group D","high school","free/reduced","completed","64","61","70"
"male","group B","high school","free/reduced","completed","58","46","49"
"male","group C","some high school","free/reduced","none","54","52","46"
"male","group D","bachelor's degree","standard","none","70","64","61"
"male","group B","some high school","free/reduced","completed","44","48","48"
"male","group B","high school","standard","completed","72","71","71"
"female","group A","associate's degree","standard","completed","97","91","99"
"male","group E","some college","standard","none","68","54","50"
"male","group C","some high school","standard","none","45","48","44"
"female","group C","master's degree","standard","none","65","78","78"
"female","group D","bachelor's degree","free/reduced","completed","52","58","60"
"female","group B","bachelor's degree","standard","none","57","55","56"
"male","group C","some college","standard","none","75","64","57"
"male","group E","some college","free/reduced","none","47","44","44"
"male","group C","bachelor's degree","free/reduced","completed","66","71","74"
"male","group B","high school","standard","none","43","44","32"
"male","group B","some college","standard","completed","65","64","65"
"female","group D","some high school","free/reduced","none","43","68","59"
"male","group C","some high school","free/reduced","none","45","47","44"
"female","group C","some high school","standard","none","81","98","91"
"female","group C","some college","free/reduced","none","44","58","55"
"female","group B","some high school","free/reduced","completed","59","73","76"
"female","group D","associate's degree","standard","none","69","78","75"
"male","group C","master's degree","standard","none","73","72","64"
"female","group B","some high school","standard","none","49","55","56"
"male","group C","some college","standard","none","50","49","48"
"male","group E","bachelor's degree","free/reduced","none","72","65","63"
"male","group D","some high school","standard","none","87","89","80"
"female","group D","some high school","free/reduced","none","60","67","65"
"male","group B","bachelor's degree","standard","completed","83","86","89"
"female","group C","bachelor's degree","free/reduced","completed","67","78","81"
"female","group E","associate's degree","free/reduced","completed","80","92","88"
"male","group D","associate's degree","free/reduced","none","58","63","57"
"male","group D","some college","free/reduced","completed","65","58","59"
"male","group A","some college","standard","completed","98","92","93"
"female","group D","bachelor's degree","standard","none","63","69","74"
"male","group C","bachelor's degree","standard","none","56","44","47"
"male","group D","some college","standard","none","79","85","79"
"female","group B","some college","free/reduced","none","59","81","77"
"female","group C","master's degree","standard","none","84","98","98"
"male","group D","associate's degree","free/reduced","none","56","49","48"
"female","group B","some high school","free/reduced","none","48","62","57"
"male","group B","associate's degree","standard","completed","75","78","82"
"male","group B","some college","standard","completed","85","86","83"
"female","group C","some college","standard","none","61","70","72"
"female","group C","some college","free/reduced","completed","73","90","93"
"female","group D","high school","free/reduced","completed","45","54","62"
"male","group B","some college","standard","completed","85","81","82"
"male","group B","some high school","standard","none","78","69","70"
"female","group B","some high school","free/reduced","completed","40","58","53"
"male","group D","associate's degree","free/reduced","none","59","59","60"
"male","group E","associate's degree","free/reduced","completed","53","54","49"
"female","group C","associate's degree","free/reduced","none","68","74","75"
"male","group B","associate's degree","standard","none","72","66","68"
"male","group D","some high school","free/reduced","none","75","71","65"
"male","group A","some college","standard","completed","64","63","62"
"male","group C","associate's degree","standard","completed","76","79","77"
"male","group A","some college","free/reduced","none","64","73","61"
"female","group E","high school","free/reduced","none","21","26","20"
"female","group D","associate's degree","standard","none","73","88","90"
"male","group D","some college","standard","completed","90","74","80"
"female","group D","master's degree","free/reduced","completed","55","67","74"
"male","group B","bachelor's degree","standard","none","90","83","79"
"male","group C","high school","standard","none","65","65","60"
"male","group D","bachelor's degree","free/reduced","none","62","67","72"
"male","group C","master's degree","free/reduced","completed","76","75","71"
"male","group D","some high school","standard","none","55","59","52"
"female","group E","master's degree","free/reduced","completed","79","93","95"
"female","group C","associate's degree","standard","none","89","93","93"
"female","group C","some college","standard","none","67","66","64"
"male","group C","some high school","free/reduced","completed","74","69","65"
"male","group D","some college","standard","none","86","73","75"
"female","group C","some college","standard","none","61","66","62"
"female","group A","master's degree","standard","completed","88","98","98"
"female","group D","some college","standard","none","81","86","89"
"female","group D","associate's degree","standard","completed","81","96","94"
"female","group D","some high school","standard","none","77","88","86"
"male","group B","high school","standard","completed","69","65","66"
"male","group C","high school","standard","completed","88","84","82"
"female","group C","some college","standard","none","46","60","59"
"female","group E","high school","free/reduced","completed","63","72","79"
"female","group D","associate's degree","standard","none","89","88","96"
"female","group D","some high school","standard","none","71","84","85"
"female","group D","some high school","standard","none","78","71","77"
"male","group E","some college","standard","none","91","78","73"
"female","group C","some college","standard","none","57","70","67"
"male","group E","some high school","standard","none","80","71","70"
"female","group D","some college","free/reduced","none","57","67","71"
"male","group D","some college","standard","none","77","68","78"
"female","group B","high school","standard","none","61","69","69"
"female","group C","bachelor's degree","free/reduced","none","55","65","67"
"male","group C","some high school","free/reduced","completed","48","53","51"
"female","group B","bachelor's degree","standard","none","98","99","94"
"male","group C","high school","free/reduced","none","63","65","56"
"male","group B","master's degree","free/reduced","completed","79","73","75"
"female","group D","some high school","standard","none","66","77","81"
"male","group A","bachelor's degree","standard","none","68","69","60"
"male","group D","master's degree","standard","none","82","77","78"
"female","group B","high school","standard","none","68","80","74"
"male","group C","some college","standard","none","76","69","63"
"male","group D","some college","standard","none","50","46","43"
"female","group A","high school","free/reduced","none","36","51","44"
"male","group A","associate's degree","free/reduced","completed","65","64","71"
"male","group C","high school","free/reduced","completed","49","56","54"
"female","group C","high school","standard","none","36","48","49"
"male","group D","associate's degree","standard","completed","100","92","97"
"male","group E","associate's degree","standard","none","85","73","70"
"female","group D","master's degree","free/reduced","completed","70","88","92"
"female","group D","some college","free/reduced","none","52","57","62"
"female","group D","some high school","free/reduced","none","36","38","43"
"male","group C","bachelor's degree","free/reduced","completed","63","75","72"
"female","group E","associate's degree","free/reduced","completed","60","69","67"
"female","group C","associate's degree","standard","completed","71","78","81"
"female","group E","some high school","standard","none","79","92","81"
"female","group B","bachelor's degree","standard","none","74","92","89"
"male","group D","some college","standard","completed","85","91","85"
"male","group B","high school","standard","none","60","55","44"
"female","group C","associate's degree","standard","none","86","91","91"
"male","group C","some college","standard","completed","68","66","66"
"male","group D","master's degree","free/reduced","none","57","59","55"
"male","group B","associate's degree","standard","completed","57","58","55"
"male","group C","some college","free/reduced","none","63","63","59"
"male","group B","some high school","standard","none","40","33","30"
"male","group B","high school","free/reduced","none","49","58","45"
"male","group C","associate's degree","standard","completed","85","87","89"
"male","group A","bachelor's degree","standard","none","59","57","50"
"male","group B","high school","free/reduced","completed","88","76","77"
"female","group C","some high school","free/reduced","none","42","66","58"
"male","group D","some college","standard","none","55","54","50"
"male","group C","some college","standard","completed","84","81","79"
"female","group D","high school","standard","none","70","82","78"
"male","group C","high school","standard","none","77","64","66"
"female","group D","some college","standard","completed","59","61","68"
"male","group C","some college","free/reduced","none","44","44","40"
"male","group C","some high school","standard","completed","89","81","79"
"female","group C","some high school","free/reduced","none","65","72","70"
"male","group C","some high school","free/reduced","none","58","57","48"
"female","group B","associate's degree","standard","completed","69","74","87"
"female","group D","associate's degree","standard","none","96","91","94"
"male","group B","some college","standard","none","88","92","80"
"male","group B","some high school","standard","completed","87","87","83"
"male","group C","associate's degree","standard","none","67","69","62"
"female","group C","some high school","standard","completed","83","96","93"
"male","group B","some high school","standard","none","40","35","30"
"female","group C","some high school","free/reduced","completed","35","44","43"
"male","group E","some college","free/reduced","completed","65","65","62"
"male","group A","some college","standard","none","85","90","86"
"male","group C","some college","free/reduced","completed","68","72","65"
"female","group B","associate's degree","standard","none","52","66","64"
"female","group E","bachelor's degree","free/reduced","completed","68","72","82"
"male","group C","bachelor's degree","standard","completed","65","64","64"
"female","group E","master's degree","free/reduced","none","59","74","73"
"female","group B","high school","standard","none","48","67","65"
"male","group C","associate's degree","free/reduced","completed","69","67","59"
"female","group D","some college","standard","none","75","95","94"
"male","group D","associate's degree","standard","completed","64","65","66"
"male","group C","associate's degree","standard","none","55","50","46"
"female","group C","associate's degree","standard","completed","79","90","93"
"female","group C","master's degree","standard","none","47","63","56"
"female","group D","some high school","standard","none","58","72","69"
"male","group D","associate's degree","free/reduced","none","39","37","33"
"female","group B","high school","free/reduced","none","68","82","73"
"male","group E","some college","standard","none","75","65","66"
"male","group E","associate's degree","free/reduced","completed","85","73","80"
"female","group D","some college","standard","none","65","74","74"
"female","group C","some high school","standard","none","55","55","61"
"female","group E","some high school","free/reduced","none","52","60","53"
"female","group D","some college","standard","completed","77","84","86"
"female","group B","high school","free/reduced","none","55","63","59"
"female","group D","associate's degree","standard","completed","69","82","83"
"male","group D","some college","standard","none","84","67","66"
"female","group C","some high school","standard","none","68","75","75"
"male","group D","bachelor's degree","free/reduced","completed","83","86","80"
"female","group A","high school","standard","none","87","95","92"
"female","group B","associate's degree","standard","none","70","81","83"
"female","group B","associate's degree","free/reduced","none","32","41","44"
"male","group D","associate's degree","standard","none","77","64","64"
"female","group D","high school","standard","none","67","79","80"
"male","group E","associate's degree","free/reduced","none","65","70","60"
"male","group D","some college","free/reduced","completed","55","50","58"
"male","group D","associate's degree","free/reduced","none","75","68","68"
"female","group C","some college","free/reduced","none","58","81","77"
"female","group A","high school","standard","none","59","60","52"
"female","group A","bachelor's degree","standard","completed","65","76","81"
"female","group C","associate's degree","standard","none","67","82","79"
"female","group E","some college","free/reduced","none","66","82","75"
"male","group B","associate's degree","standard","none","53","60","55"
"male","group D","some college","free/reduced","none","50","52","47"
"male","group B","some college","standard","none","86","84","82"
"female","group E","master's degree","standard","none","98","100","100"
"male","group E","high school","free/reduced","none","71","73","66"
"male","group B","master's degree","standard","none","75","80","66"
"female","group A","some college","standard","none","55","58","62"
"female","group C","some high school","standard","completed","53","63","66"
"male","group B","some high school","standard","none","52","41","44"
"female","group C","some college","standard","none","49","60","53"
"female","group D","associate's degree","standard","none","60","67","63"
"male","group E","high school","standard","none","97","79","80"
"female","group C","high school","standard","none","42","50","46"
"female","group D","high school","standard","none","79","73","76"
"female","group C","some high school","standard","none","64","81","78"
"female","group C","associate's degree","standard","completed","63","82","79"
"female","group A","associate's degree","standard","none","83","95","89"
"male","group E","bachelor's degree","standard","none","86","71","68"
"male","group D","bachelor's degree","standard","none","58","55","56"
"male","group C","bachelor's degree","standard","none","78","82","81"
"male","group B","some college","standard","none","69","68","73"
"female","group C","high school","standard","none","61","69","65"
"male","group E","associate's degree","free/reduced","none","56","52","47"
"female","group B","some college","standard","completed","63","80","75"
"male","group B","some high school","standard","none","55","48","44"
"male","group C","high school","free/reduced","none","58","51","52"
"female","group B","high school","standard","none","42","43","42"
"female","group E","high school","free/reduced","none","74","73","66"
"male","group B","associate's degree","standard","none","64","54","56"
"female","group C","high school","standard","none","54","72","68"
"female","group C","associate's degree","standard","completed","90","93","92"
"male","group E","some college","free/reduced","none","78","70","70"
"male","group E","high school","standard","none","81","72","66"
"male","group B","some high school","standard","none","63","63","60"
"male","group D","some college","free/reduced","completed","44","48","51"
"female","group D","bachelor's degree","free/reduced","none","84","87","93"
"female","group A","bachelor's degree","standard","completed","71","75","74"
"male","group D","associate's degree","standard","none","91","82","86"
"female","group D","bachelor's degree","standard","none","78","84","92"
"male","group C","associate's degree","standard","completed","75","76","78"
"female","group C","master's degree","standard","none","56","60","56"
"female","group B","associate's degree","free/reduced","completed","51","65","73"
"female","group B","some high school","free/reduced","none","44","48","43"
"male","group C","bachelor's degree","free/reduced","none","72","68","73"
"female","group A","some college","standard","completed","78","91","96"
"female","group D","some high school","standard","completed","51","68","68"
"male","group C","some high school","standard","none","61","54","50"
"male","group D","associate's degree","standard","none","67","64","57"
"female","group E","high school","standard","completed","53","64","62"
"female","group D","some high school","free/reduced","none","62","69","70"
"female","group B","some high school","free/reduced","none","48","63","56"
"female","group E","high school","free/reduced","completed","60","63","64"
"male","group C","master's degree","free/reduced","completed","64","65","64"
"male","group D","some college","standard","none","76","60","60"
"male","group D","some college","standard","completed","82","78","83"
"female","group D","associate's degree","standard","none","80","91","92"
"female","group B","associate's degree","standard","none","69","79","78"
"female","group D","bachelor's degree","standard","completed","100","100","100"
"male","group B","some college","standard","none","73","61","67"
"female","group E","high school","standard","none","56","59","56"
"female","group D","associate's degree","standard","completed","58","68","75"
"female","group D","some college","free/reduced","completed","53","70","76"
"female","group D","high school","free/reduced","completed","66","80","88"
"female","group B","some college","free/reduced","none","51","59","60"
"female","group E","some high school","free/reduced","none","79","83","77"
"male","group A","some college","standard","none","67","60","56"
"female","group C","some college","free/reduced","completed","59","68","66"
"male","group D","some college","standard","none","77","64","62"
"female","group B","some college","free/reduced","completed","59","72","72"
"male","group B","some high school","standard","none","62","52","39"
"female","group D","high school","free/reduced","completed","63","82","76"
"male","group D","high school","standard","none","62","58","58"
"male","group D","high school","standard","none","58","53","51"
"male","group C","high school","free/reduced","completed","48","47","46"
"male","group D","associate's degree","standard","none","73","73","68"
"female","group C","some college","standard","none","55","71","60"
"male","group E","associate's degree","standard","none","100","90","92"
"male","group C","master's degree","standard","none","60","61","56"
"female","group C","some college","standard","completed","61","72","71"
"female","group B","some college","free/reduced","none","40","56","53"
"female","group A","high school","standard","none","75","76","76"
"male","group C","bachelor's degree","free/reduced","completed","76","82","84"
"male","group C","some high school","standard","none","60","54","46"
"female","group B","high school","free/reduced","none","40","48","46"
"female","group C","bachelor's degree","standard","none","69","78","77"
"male","group D","high school","standard","completed","60","53","56"
"female","group D","high school","standard","completed","68","79","83"
"male","group A","high school","standard","none","67","60","66"
"female","group D","some high school","standard","none","87","87","91"
"male","group C","associate's degree","standard","completed","69","60","64"
"male","group B","some college","standard","none","92","89","79"
"male","group C","master's degree","standard","none","70","62","66"
"male","group B","some high school","standard","completed","31","39","38"
"male","group B","high school","free/reduced","none","54","46","45"
"female","group E","some college","standard","none","79","85","76"
"female","group C","associate's degree","standard","completed","68","85","87"
"female","group C","some college","free/reduced","completed","36","50","50"
"male","group B","master's degree","free/reduced","none","65","64","57"
"female","group A","high school","standard","none","72","73","74"
"female","group D","high school","standard","none","83","85","88"
"male","group A","associate's degree","free/reduced","none","75","78","73"
"female","group B","master's degree","free/reduced","none","41","55","53"
"male","group C","bachelor's degree","free/reduced","none","66","58","58"
"male","group D","associate's degree","standard","completed","54","46","47"
"female","group D","some high school","free/reduced","completed","73","72","81"
"female","group C","bachelor's degree","standard","none","47","61","58"
"male","group C","some college","standard","none","76","73","64"
"female","group B","high school","standard","none","49","56","62"
"male","group B","high school","standard","none","57","55","50"
"male","group B","some college","standard","none","78","79","79"
"female","group D","high school","standard","completed","74","78","74"
"female","group C","some college","standard","completed","63","81","79"
"male","group C","some college","standard","none","81","70","70"
"female","group B","some high school","free/reduced","none","36","51","49"
"female","group C","some college","free/reduced","none","69","75","67"
"male","group C","high school","standard","none","89","76","76"
"male","group C","some college","standard","completed","83","86","82"
"male","group D","some college","standard","none","69","62","61"
"female","group D","associate's degree","standard","none","91","93","98"
"female","group B","some high school","standard","completed","46","62","64"
"female","group D","bachelor's degree","standard","completed","72","89","93"
"female","group B","associate's degree","free/reduced","none","64","71","68"
"female","group D","high school","standard","none","44","62","65"
"female","group C","some college","free/reduced","none","42","55","51"
"male","group D","master's degree","standard","none","69","53","52"
"female","group B","some college","standard","completed","63","72","75"
"male","group C","some college","standard","completed","54","57","57"
"female","group D","high school","standard","completed","69","82","86"
"female","group C","high school","standard","none","72","75","67"
"female","group D","some high school","free/reduced","completed","75","92","90"
"male","group E","some high school","standard","none","55","47","40"
"female","group D","associate's degree","free/reduced","none","62","65","66"
"male","group D","associate's degree","standard","completed","93","100","99"
"female","group D","high school","standard","none","57","59","57"
"female","group D","some college","standard","none","55","71","69"
"female","group A","high school","standard","none","62","80","76"
"male","group B","bachelor's degree","free/reduced","completed","65","71","67"
"female","group D","high school","standard","none","77","73","70"
"male","group D","associate's degree","free/reduced","none","76","68","68"
"male","group D","associate's degree","free/reduced","completed","52","61","55"
"male","group C","high school","free/reduced","none","39","33","33"
"male","group C","high school","standard","none","70","62","61"
"female","group C","associate's degree","free/reduced","completed","63","72","71"
"male","group C","associate's degree","standard","none","56","59","52"
"male","group C","high school","standard","completed","45","49","39"
"female","group E","high school","free/reduced","completed","89","95","94"
"male","group D","high school","free/reduced","none","51","60","52"
"male","group D","some college","free/reduced","none","80","79","75"
"female","group C","some college","free/reduced","none","47","61","59"
"male","group C","some college","free/reduced","none","79","82","71"
"female","group C","some high school","standard","none","55","58","62"
"male","group A","master's degree","standard","none","77","74","76"
"female","group D","high school","standard","none","78","81","85"
"male","group C","high school","standard","completed","48","54","43"
"female","group B","some college","free/reduced","none","66","69","71"
"female","group B","high school","free/reduced","completed","72","83","92"
"male","group C","high school","standard","none","82","71","66"
"male","group A","some college","standard","none","57","54","58"
"male","group D","associate's degree","free/reduced","completed","90","86","89"
"female","group A","master's degree","standard","completed","59","71","75"
"male","group E","associate's degree","free/reduced","none","76","65","62"
"male","group C","associate's degree","free/reduced","completed","69","71","71"
"male","group E","high school","standard","completed","83","76","74"
"male","group D","associate's degree","standard","none","75","79","73"
"male","group E","master's degree","standard","completed","100","92","100"
"male","group E","high school","standard","none","83","71","70"
"female","group B","some college","standard","none","66","70","70"
"female","group D","high school","free/reduced","none","40","57","51"
