"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"male","group C","high school","standard","completed","55","65","55"
"female","group B","high school","standard","none","68","73","73"
"male","group C","high school","free/reduced","none","73","76","68"
"male","group C","some college","standard","none","52","66","59"
"female","group D","high school","standard","completed","60","65","70"
"female","group C","bachelor's degree","standard","completed","54","70","75"
"female","group C","bachelor's degree","standard","completed","61","63","69"
"male","group D","some college","standard","none","60","66","58"
"male","group D","associate's degree","standard","none","89","81","80"
"female","group C","some high school","free/reduced","none","62","69","74"
"male","group C","associate's degree","standard","none","77","72","70"
"female","group D","bachelor's degree","standard","none","47","53","57"
"male","group C","bachelor's degree","free/reduced","none","49","44","37"
"male","group C","some college","free/reduced","none","67","61","57"
"male","group D","bachelor's degree","standard","none","82","84","83"
"male","group B","some high school","free/reduced","completed","68","64","61"
"male","group D","some high school","standard","completed","88","85","84"
"male","group C","associate's degree","free/reduced","completed","85","89","87"
"male","group E","some college","free/reduced","completed","50","47","42"
"female","group D","high school","standard","none","61","80","74"
"female","group A","some college","standard","none","54","53","49"
"male","group D","some high school","standard","none","73","58","62"
"male","group E","high school","standard","none","82","63","60"
"female","group C","high school","free/reduced","none","44","67","61"
"female","group B","high school","free/reduced","none","53","67","61"
"female","group E","master's degree","standard","none","67","79","75"
"female","group D","bachelor's degree","standard","none","70","83","84"
"female","group C","some high school","standard","completed","68","69","76"
"male","group A","high school","standard","completed","84","83","84"
"male","group B","some high school","free/reduced","completed","42","45","42"
"female","group D","some high school","free/reduced","none","54","61","59"
"male","group C","some high school","standard","none","64","61","55"
"female","group A","associate's degree","standard","completed","81","85","89"
"female","group A","associate's degree","free/reduced","none","63","82","74"
"male","group D","high school","standard","none","80","69","71"
"male","group A","associate's degree","free/reduced","none","48","50","45"
"female","group C","some college","free/reduced","completed","72","83","79"
"female","group C","high school","free/reduced","completed","62","70","71"
"female","group E","bachelor's degree","standard","completed","56","62","69"
"female","group E","associate's degree","free/reduced","completed","71","80","78"
"female","group B","high school","free/reduced","none","51","74","67"
"male","group D","some college","free/reduced","none","72","64","60"
"female","group A","high school","standard","completed","83","87","86"
"male","group C","some college","standard","none","80","77","70"
"female","group D","master's degree","free/reduced","none","78","92","92"
"female","group B","bachelor's degree","standard","completed","62","67","74"
"male","group A","some high school","standard","none","83","69","65"
"male","group E","bachelor's degree","standard","completed","93","85","87"
"female","group D","associate's degree","standard","none","62","72","68"
"male","group C","some college","free/reduced","none","56","58","51"
"male","group B","some college","standard","none","63","59","51"
"female","group A","some college","standard","none","66","78","82"
"female","group C","some high school","standard","none","44","51","41"
"female","group D","some high school","standard","completed","51","63","64"
"female","group E","master's degree","standard","none","95","94","99"
"male","group D","high school","free/reduced","completed","51","50","55"
"male","group E","associate's degree","standard","none","76","71","68"
"female","group B","some high school","free/reduced","none","44","67","63"
"male","group E","some high school","standard","none","58","57","42"
"male","group C","associate's degree","standard","none","83","86","80"
"female","group B","some high school","free/reduced","completed","82","96","92"
"female","group C","bachelor's degree","standard","none","42","47","50"
"female","group C","high school","standard","completed","67","75","77"
"female","group A","some high school","standard","none","67","83","75"
"male","group B","some high school","standard","none","86","81","79"
"female","group B","high school","free/reduced","none","15","26","26"
"female","group B","bachelor's degree","free/reduced","completed","68","91","91"
"female","group C","some high school","free/reduced","completed","53","63","62"
"female","group C","some college","standard","completed","59","70","74"
"male","group B","associate's degree","standard","none","67","66","57"
"male","group B","bachelor's degree","free/reduced","none","73","69","67"
"male","group C","some high school","standard","none","68","57","56"
"male","group C","bachelor's degree","free/reduced","none","52","51","45"
"female","group D","high school","standard","completed","59","67","68"
"male","group B","some college","standard","none","64","59","58"
"female","group D","associate's degree","standard","none","88","84","90"
"female","group C","associate's degree","free/reduced","none","67","77","80"
"male","group C","some college","standard","none","69","53","56"
"male","group C","master's degree","standard","completed","87","79","88"
"female","group D","high school","free/reduced","none","72","75","69"
"female","group C","bachelor's degree","free/reduced","none","41","49","44"
"female","group C","master's degree","free/reduced","none","48","65","60"
"male","group D","some college","standard","completed","85","80","82"
"male","group D","associate's degree","standard","completed","95","86","91"
"female","group C","bachelor's degree","standard","none","81","88","93"
"male","group C","associate's degree","standard","none","47","51","44"
"male","group C","associate's degree","standard","completed","66","60","60"
"male","group B","associate's degree","free/reduced","completed","59","63","59"
"male","group E","high school","standard","none","86","74","69"
"male","group C","high school","standard","none","56","59","54"
"male","group B","bachelor's degree","standard","none","80","62","61"
"male","group D","some high school","standard","completed","70","61","68"
"male","group C","some college","standard","none","64","68","61"
"male","group C","some high school","standard","none","84","85","81"
"female","group E","associate's degree","standard","none","74","73","75"
"female","group C","associate's degree","standard","completed","78","90","94"
"male","group E","associate's degree","standard","none","60","58","49"
"male","group D","bachelor's degree","standard","none","92","88","93"
"male","group D","associate's degree","standard","completed","56","51","55"
"male","group D","master's degree","standard","none","75","70","74"
"female","group D","some high school","standard","none","61","57","61"
"female","group A","bachelor's degree","free/reduced","completed","70","81","78"
"female","group B","bachelor's degree","free/reduced","completed","54","72","65"
"female","group D","high school","free/reduced","none","43","52","43"
"female","group D","high school","free/reduced","completed","66","84","81"
"male","group C","high school","free/reduced","completed","59","65","61"
"male","group B","high school","standard","none","77","67","65"
"male","group C","associate's degree","standard","completed","81","77","72"
"female","group B","high school","free/reduced","completed","58","73","63"
"female","group D","master's degree","free/reduced","none","63","67","75"
"female","group B","master's degree","standard","completed","45","56","64"
"male","group E","high school","free/reduced","none","82","75","65"
"female","group B","some college","standard","none","46","51","52"
"male","group D","some high school","standard","none","49","42","42"
"male","group D","bachelor's degree","standard","none","95","87","80"
"female","group D","some high school","free/reduced","none","47","71","64"
"female","group E","some high school","standard","completed","76","84","81"
"female","group C","bachelor's degree","free/reduced","none","51","72","67"
"female","group B","some college","standard","completed","67","84","77"
"male","group D","some college","free/reduced","none","68","64","61"
"female","group C","bachelor's degree","standard","completed","83","89","98"
"male","group C","some college","free/reduced","none","55","49","47"
"male","group D","bachelor's degree","standard","none","76","64","70"
"male","group D","master's degree","standard","none","100","96","90"
"female","group B","bachelor's degree","free/reduced","none","48","67","65"
"male","group B","some high school","standard","none","58","48","42"
"female","group C","some college","standard","none","78","93","91"
"male","group D","some high school","standard","completed","79","80","77"
"male","group D","some college","standard","none","74","71","68"
"female","group C","some college","standard","completed","84","96","100"
"female","group E","associate's degree","standard","none","85","80","79"
"male","group B","some college","standard","none","65","48","52"
"female","group E","high school","standard","none","79","74","73"
"male","group B","bachelor's degree","standard","none","62","68","61"
"female","group B","some college","standard","none","53","62","60"
"female","group E","high school","standard","none","90","94","96"
"female","group B","some college","free/reduced","none","65","91","80"
"male","group D","high school","standard","none","85","85","84"
"male","group C","bachelor's degree","standard","none","69","62","63"
"male","group E","some college","standard","completed","71","58","63"
"female","group C","some college","free/reduced","completed","54","64","62"
"male","group D","some college","standard","none","76","66","63"
"male","group E","high school","standard","completed","100","91","86"
"male","group C","high school","standard","none","79","82","76"
"male","group B","some college","standard","completed","67","67","68"
"male","group E","master's degree","standard","none","100","98","99"
"male","group D","master's degree","standard","completed","94","96","96"
"female","group C","some college","free/reduced","none","37","55","51"
"male","group D","high school","free/reduced","completed","72","76","79"
"male","group B","bachelor's degree","standard","none","41","34","31"
"male","group C","associate's degree","free/reduced","none","73","72","68"
"male","group C","associate's degree","standard","completed","97","93","96"
"female","group D","bachelor's degree","standard","completed","97","100","100"
"male","group E","some college","standard","completed","100","100","100"
"female","group B","associate's degree","free/reduced","completed","58","79","76"
"female","group D","some high school","standard","none","74","95","95"
"female","group C","high school","standard","completed","64","70","70"
"male","group C","master's degree","standard","completed","100","95","92"
"female","group B","bachelor's degree","standard","none","73","83","83"
"male","group D","some high school","standard","none","77","70","69"
"female","group C","high school","standard","completed","57","60","70"
"male","group B","bachelor's degree","standard","none","87","87","86"
"male","group B","some college","free/reduced","none","46","57","50"
"female","group E","associate's degree","free/reduced","completed","79","85","82"
"male","group D","high school","standard","completed","64","57","66"
"female","group B","associate's degree","standard","completed","92","100","100"
"female","group C","some college","standard","none","76","76","73"
"female","group E","master's degree","standard","none","58","75","69"
"male","group B","some high school","standard","none","77","66","68"
"female","group D","associate's degree","free/reduced","none","58","78","75"
"female","group D","some high school","free/reduced","none","45","54","52"
"female","group E","associate's degree","free/reduced","none","65","79","69"
"female","group D","bachelor's degree","standard","none","65","74","73"
"female","group A","high school","standard","completed","63","63","68"
"male","group C","high school","standard","none","66","59","58"
"female","group A","associate's degree","standard","completed","59","61","68"
"female","group C","high school","standard","none","67","73","66"
"female","group B","some college","free/reduced","none","49","57","49"
"male","group C","high school","free/reduced","completed","54","40","43"
"female","group C","associate's degree","standard","none","47","56","63"
"male","group D","some high school","free/reduced","none","54","60","58"
"female","group A","high school","standard","completed","84","94","91"
"female","group C","master's degree","free/reduced","none","72","90","92"
"male","group E","high school","free/reduced","completed","86","79","81"
"male","group C","associate's degree","standard","none","78","67","67"
"male","group C","some college","standard","none","64","68","68"
"male","group A","some high school","standard","none","64","41","43"
"male","group B","some college","free/reduced","none","48","41","43"
"male","group D","high school","standard","completed","67","61","58"
"male","group C","some high school","standard","completed","64","64","66"
"male","group B","high school","standard","none","58","55","47"
"male","group A","bachelor's degree","standard","none","91","86","84"
"male","group E","associate's degree","standard","none","90","78","68"
"male","group D","some college","standard","completed","78","80","79"
"female","group D","some college","free/reduced","none","64","68","67"
"male","group D","associate's degree","standard","none","64","54","58"
"male","group D","some college","standard","none","58","61","54"
"male","group D","bachelor's degree","free/reduced","none","51","49","53"
"female","group D","associate's degree","free/reduced","completed","71","78","73"
"female","group D","associate's degree","free/reduced","none","63","70","69"
"female","group C","high school","free/reduced","none","39","56","51"
"male","group E","some high school","standard","none","67","56","52"
"male","group C","master's degree","standard","completed","86","81","80"
"male","group C","some college","standard","none","73","67","61"
"female","group C","some college","standard","none","82","98","96"
"male","group C","high school","standard","none","75","64","61"
"male","group D","associate's degree","free/reduced","none","29","32","23"
"female","group A","bachelor's degree","free/reduced","completed","81","89","92"
"female","group C","some college","standard","none","73","76","79"
"female","group C","some college","free/reduced","none","36","39","40"
"male","group B","some college","standard","none","66","51","49"
"male","group D","associate's degree","standard","none","69","58","59"
"female","group C","some college","standard","none","63","57","62"
"female","group D","some high school","standard","none","30","48","43"
"female","group D","associate's degree","standard","none","76","77","83"
"male","group B","some high school","standard","completed","90","82","83"
"female","group C","master's degree","standard","none","74","72","75"
"male","group D","some college","standard","completed","96","93","92"
"female","group E","associate's degree","free/reduced","none","56","60","58"
"female","group C","high school","standard","none","80","73","77"
"female","group A","some high school","standard","none","38","51","52"
"male","group C","some college","free/reduced","completed","42","39","39"
"male","group A","some college","standard","none","52","43","48"
"female","group A","bachelor's degree","standard","none","66","77","72"
"female","group E","associate's degree","free/reduced","none","67","84","77"
"female","group D","associate's degree","standard","completed","59","61","70"
"male","group C","associate's degree","standard","completed","93","83","86"
"male","group C","master's degree","standard","completed","86","96","93"
"female","group B","associate's degree","standard","none","77","81","76"
"male","group B","master's degree","standard","none","81","80","82"
"female","group C","bachelor's degree","standard","none","56","63","66"
"female","group A","high school","free/reduced","completed","45","61","56"
"female","group D","associate's degree","standard","completed","65","85","89"
"female","group D","some college","standard","none","59","74","73"
"male","group C","some high school","standard","none","73","60","52"
"female","group C","high school","free/reduced","none","53","75","68"
"female","group B","associate's degree","standard","none","82","80","78"
"male","group D","some high school","free/reduced","completed","34","29","32"
"male","group B","high school","free/reduced","none","67","75","66"
"male","group C","some high school","standard","none","64","62","53"
"male","group B","bachelor's degree","free/reduced","none","64","64","63"
"female","group D","bachelor's degree","standard","none","69","76","73"
"male","group C","high school","standard","none","93","85","77"
"male","group D","associate's degree","free/reduced","none","67","68","70"
"female","group E","associate's degree","standard","none","93","83","95"
"male","group C","high school","standard","none","78","69","55"
"female","group D","some high school","standard","none","51","61","65"
"female","group E","associate's degree","standard","none","77","76","82"
"male","group D","associate's degree","standard","none","98","93","86"
"female","group A","high school","standard","completed","64","77","79"
"female","group D","bachelor's degree","standard","none","51","63","60"
"male","group E","some high school","standard","none","76","66","62"
"female","group D","some college","standard","completed","82","95","98"
"female","group E","associate's degree","standard","none","99","98","100"
"female","group C","some high school","standard","completed","62","76","70"
"male","group D","some high school","standard","none","61","55","55"
"male","group B","associate's degree","standard","none","72","71","68"
"male","group D","master's degree","standard","none","71","61","57"
"male","group C","high school","free/reduced","none","74","83","77"
"female","group D","associate's degree","standard","none","55","50","56"
"male","group A","some high school","standard","completed","61","56","55"
"male","group D","some high school","free/reduced","completed","85","82","82"
"male","group D","some high school","standard","none","76","77","75"
"female","group C","some college","standard","none","78","84","92"
"male","group B","some college","standard","none","70","69","64"
"female","group D","some high school","free/reduced","none","56","67","66"
"male","group E","some high school","standard","completed","71","71","66"
"male","group C","some high school","free/reduced","none","47","41","45"
"male","group C","master's degree","standard","none","60","64","60"
"male","group C","some college","free/reduced","completed","60","65","61"
"male","group C","some high school","free/reduced","none","56","57","49"
"male","group A","bachelor's degree","standard","none","48","39","42"
"male","group D","associate's degree","free/reduced","none","57","58","52"
"male","group B","high school","free/reduced","none","70","68","63"
"male","group C","some college","standard","none","84","79","75"
"female","group D","some college","standard","none","54","65","61"
"male","group D","some high school","free/reduced","none","34","25","24"
"female","group C","some high school","free/reduced","none","45","64","60"
"male","group D","some college","standard","none","66","64","65"
"female","group A","some college","free/reduced","completed","71","72","73"
"female","group B","high school","free/reduced","none","50","71","62"
"female","group C","some college","standard","none","61","76","69"
"female","group D","some college","standard","none","60","67","72"
"female","group C","some college","standard","none","78","84","87"
"male","group C","some college","standard","none","54","38","38"
"male","group B","bachelor's degree","standard","none","81","69","74"
"female","group C","high school","standard","none","84","90","83"
"female","group C","some high school","free/reduced","completed","58","72","74"
"male","group A","some college","free/reduced","none","65","62","60"
"male","group C","some college","free/reduced","completed","82","84","82"
"male","group C","high school","free/reduced","none","59","65","57"
"female","group A","high school","standard","none","46","59","50"
"female","group E","some college","free/reduced","completed","64","69","75"
"male","group A","high school","standard","completed","80","72","70"
"female","group E","high school","standard","none","64","69","69"
"female","group E","some high school","standard","completed","81","88","92"
"male","group D","some college","free/reduced","none","70","63","59"
"male","group C","some college","standard","none","61","54","56"
"male","group B","some high school","free/reduced","none","27","38","35"
"male","group B","some high school","free/reduced","none","45","45","40"
"male","group B","some high school","standard","none","58","43","48"
"female","group E","some college","standard","none","55","57","56"
"female","group C","associate's degree","standard","completed","81","84","97"
"male","group C","bachelor's degree","free/reduced","completed","69","78","77"
"male","group C","high school","standard","completed","66","65","64"
"female","group B","some high school","standard","none","50","56","59"
"female","group B","some college","free/reduced","none","52","60","60"
"male","group E","high school","standard","completed","88","83","80"
"female","group E","master's degree","standard","completed","83","81","89"
"female","group B","bachelor's degree","free/reduced","completed","62","72","77"
"female","group D","high school","standard","completed","75","75","86"
"male","group D","high school","standard","none","67","68","55"
"female","group B","high school","free/reduced","none","67","80","79"
"female","group D","high school","free/reduced","completed","66","76","77"
"male","group B","some college","standard","none","95","78","80"
"female","group E","some college","standard","completed","64","69","70"
"male","group E","some college","standard","none","100","88","88"
"female","group C","associate's degree","free/reduced","none","70","91","90"
"male","group D","associate's degree","standard","completed","81","83","87"
"male","group B","bachelor's degree","standard","completed","81","80","79"
"female","group C","some college","free/reduced","none","61","68","65"
"male","group D","some high school","standard","completed","93","93","96"
"male","group B","master's degree","standard","none","96","100","91"
"female","group C","some high school","standard","none","55","63","58"
"male","group D","associate's degree","standard","none","85","69","64"
"male","group C","associate's degree","standard","none","84","77","71"
"male","group D","some high school","standard","none","48","45","44"
"female","group B","high school","free/reduced","none","66","77","81"
"male","group D","high school","standard","none","80","69","78"
"male","group E","some college","standard","none","74","53","46"
"male","group B","associate's degree","standard","completed","54","54","51"
"male","group C","some high school","free/reduced","none","43","47","39"
"male","group D","some college","free/reduced","completed","67","76","76"
"male","group B","some college","standard","completed","64","67","70"
"female","group D","bachelor's degree","standard","none","47","59","61"
"female","group D","associate's degree","standard","completed","81","91","91"
"female","group C","master's degree","free/reduced","none","63","74","75"
"male","group D","high school","free/reduced","none","56","59","52"
"male","group D","high school","standard","completed","40","41","40"
"female","group B","some college","standard","none","62","90","86"
"female","group D","high school","standard","none","61","64","65"
"male","group C","some high school","standard","none","88","91","79"
"female","group B","associate's degree","standard","completed","89","97","99"
"male","group C","master's degree","free/reduced","completed","66","75","68"
"female","group C","some college","standard","none","44","58","57"
"female","group C","bachelor's degree","free/reduced","none","61","81","73"
"male","group C","some college","standard","none","61","54","51"
"male","group C","some college","standard","none","77","74","74"
"male","group C","some college","standard","none","58","47","47"
"female","group E","master's degree","free/reduced","none","72","80","84"
"male","group C","bachelor's degree","free/reduced","completed","67","67","64"
"male","group D","master's degree","free/reduced","none","51","57","59"
"male","group D","associate's degree","standard","none","66","54","54"
"female","group C","some high school","standard","none","70","79","77"
"female","group C","master's degree","free/reduced","none","43","57","58"
"female","group C","some college","standard","none","45","55","54"
"male","group C","bachelor's degree","free/reduced","none","54","55","53"
"male","group B","some college","standard","none","56","60","53"
"male","group B","some high school","standard","none","55","44","33"
"male","group D","bachelor's degree","standard","none","69","63","60"
"female","group B","associate's degree","standard","completed","59","73","80"
"male","group B","master's degree","free/reduced","completed","60","59","56"
"female","group B","some college","free/reduced","none","57","69","58"
"female","group D","associate's degree","standard","completed","70","85","86"
"female","group B","bachelor's degree","free/reduced","none","65","77","75"
"female","group B","master's degree","standard","none","65","73","72"
"female","group A","associate's degree","standard","none","68","67","69"
"female","group B","some college","free/reduced","completed","59","78","77"
"female","group C","some high school","free/reduced","none","25","45","37"
"male","group C","some college","standard","none","74","72","66"
"male","group D","some college","standard","none","55","43","51"
"male","group C","some college","standard","none","85","83","81"
"female","group C","associate's degree","free/reduced","none","51","62","66"
"male","group E","bachelor's degree","standard","none","68","63","57"
"female","group C","some college","standard","none","47","51","54"
"female","group A","some high school","standard","none","56","58","60"
"female","group D","some college","free/reduced","none","36","54","49"
"female","group B","associate's degree","standard","none","66","71","69"
"male","group E","high school","standard","completed","77","71","66"
"female","group C","associate's degree","standard","completed","72","82","89"
"female","group C","some college","standard","none","63","73","69"
"female","group A","associate's degree","free/reduced","none","70","83","82"
"female","group D","master's degree","free/reduced","none","76","78","77"
"male","group B","associate's degree","standard","completed","81","75","71"
"female","group B","associate's degree","free/reduced","completed","59","79","75"
"male","group D","some college","free/reduced","none","52","50","43"
"male","group B","some college","free/reduced","completed","67","63","65"
"female","group B","bachelor's degree","standard","none","63","70","69"
"male","group D","bachelor's degree","standard","completed","80","82","81"
"female","group B","some high school","standard","none","60","69","69"
"female","group D","associate's degree","standard","none","45","63","59"
"male","group B","high school","free/reduced","completed","43","49","47"
"male","group C","some high school","standard","none","76","78","66"
"female","group C","some college","standard","completed","69","72","82"
"male","group D","some high school","standard","none","84","82","78"
"female","group C","high school","standard","none","67","70","68"
"male","group A","some high school","free/reduced","none","61","59","55"
"male","group C","master's degree","standard","completed","71","68","67"
"female","group C","some college","standard","none","37","48","47"
"male","group D","associate's degree","standard","completed","98","91","96"
"female","group C","some high school","standard","completed","68","70","76"
"female","group E","high school","standard","none","97","97","96"
"male","group C","associate's degree","standard","completed","81","87","83"
"male","group D","associate's degree","standard","none","69","65","54"
"male","group C","master's degree","standard","none","68","72","68"
"male","group B","associate's degree","standard","none","62","48","50"
"female","group C","bachelor's degree","standard","completed","75","92","93"
"female","group B","associate's degree","standard","none","93","99","96"
"male","group D","associate's degree","standard","completed","77","79","83"
"male","group E","master's degree","standard","none","56","48","47"
"female","group C","associate's degree","free/reduced","completed","66","84","88"
"female","group D","high school","standard","none","27","41","38"
"female","group B","bachelor's degree","standard","none","87","90","89"
"male","group C","bachelor's degree","free/reduced","none","58","58","58"
"female","group A","associate's degree","standard","none","67","72","76"
"male","group C","high school","free/reduced","none","47","35","33"
"male","group B","some college","free/reduced","none","34","30","25"
"male","group B","master's degree","standard","none","85","95","86"
"female","group D","associate's degree","standard","none","73","80","82"
"female","group C","some college","free/reduced","completed","35","49","57"
"male","group B","associate's degree","standard","completed","69","56","56"
"female","group B","high school","free/reduced","none","51","54","55"
"male","group B","master's degree","standard","none","61","60","65"
"male","group D","associate's degree","standard","completed","61","57","63"
"female","group B","some college","free/reduced","completed","57","75","75"
"male","group E","high school","standard","none","98","92","87"
"male","group D","high school","standard","none","63","58","60"
"female","group B","some college","standard","completed","89","100","100"
"female","group B","some high school","standard","none","47","48","42"
"female","group D","some college","standard","none","57","62","63"
"female","group B","associate's degree","standard","completed","94","100","100"
"male","group A","some college","standard","completed","70","78","80"
"male","group D","bachelor's degree","standard","none","96","85","80"
"male","group C","bachelor's degree","standard","none","66","59","56"
"female","group C","associate's degree","free/reduced","none","57","80","75"
"male","group D","some college","standard","none","100","87","88"
"female","group B","high school","standard","completed","61","83","78"
"female","group E","some high school","free/reduced","none","63","79","72"
"female","group A","some college","free/reduced","none","44","58","56"
"male","group B","associate's degree","standard","none","87","77","70"
"female","group A","bachelor's degree","free/reduced","none","20","45","44"
"male","group E","associate's degree","standard","none","69","65","61"
"female","group B","some high school","free/reduced","completed","59","72","75"
"male","group C","high school","standard","none","93","87","86"
"female","group D","master's degree","standard","completed","82","97","100"
"female","group C","high school","standard","none","77","84","81"
"female","group B","bachelor's degree","free/reduced","none","73","79","81"
"male","group B","associate's degree","free/reduced","none","62","63","63"
"female","group B","high school","standard","none","76","79","79"
"female","group B","bachelor's degree","standard","completed","58","74","74"
"male","group C","master's degree","free/reduced","completed","75","73","74"
"male","group C","bachelor's degree","free/reduced","none","51","41","42"
"male","group C","some high school","standard","none","69","68","64"
"female","group B","master's degree","standard","none","63","61","66"
"female","group D","some college","free/reduced","none","46","56","56"
"female","group D","some high school","standard","completed","60","67","72"
"female","group D","some high school","free/reduced","completed","55","66","66"
"female","group C","bachelor's degree","standard","none","56","65","58"
"male","group B","high school","free/reduced","none","64","68","56"
"female","group E","master's degree","standard","completed","100","100","100"
"male","group C","some college","free/reduced","completed","65","66","70"
"female","group A","some high school","standard","none","87","83","86"
"female","group E","high school","standard","completed","75","86","85"
"female","group C","some college","standard","none","72","95","87"
"female","group E","some high school","standard","none","73","75","72"
"female","group A","high school","free/reduced","none","43","63","62"
"female","group C","some high school","free/reduced","completed","41","50","55"
"male","group B","associate's degree","standard","none","79","78","71"
"female","group E","bachelor's degree","standard","none","55","68","68"
"male","group D","associate's degree","standard","none","72","67","65"
"male","group C","some high school","standard","none","92","85","76"
"male","group D","associate's degree","free/reduced","none","63","65","59"
"female","group D","some college","standard","completed","67","79","78"
"female","group B","high school","standard","none","72","76","73"
"male","group B","high school","free/reduced","completed","34","31","28"
"male","group C","associate's degree","free/reduced","none","69","63","59"
"male","group E","bachelor's degree","standard","none","75","70","63"
"male","group C","some high school","free/reduced","none","27","35","34"
"male","group D","high school","standard","completed","81","72","70"
"female","group C","some college","free/reduced","completed","34","62","65"
"male","group C","bachelor's degree","standard","completed","85","78","83"
"male","group C","some college","standard","none","48","51","47"
