"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group B","some college","standard","completed","43","53","56"
"male","group E","high school","free/reduced","completed","63","61","57"
"female","group A","associate's degree","standard","none","85","100","97"
"male","group E","some high school","standard","none","82","71","69"
"female","group B","some high school","standard","none","51","52","52"
"male","group E","some college","standard","completed","66","57","52"
"female","group A","some college","standard","completed","56","60","63"
"male","group C","associate's degree","free/reduced","completed","58","63","62"
"male","group D","associate's degree","standard","none","76","77","77"
"female","group D","some high school","standard","none","51","60","70"
"male","group B","bachelor's degree","standard","none","94","85","83"
"male","group E","some high school","standard","completed","89","81","80"
"male","group D","bachelor's degree","standard","completed","99","93","94"
"male","group C","master's degree","standard","completed","74","80","78"
"female","group B","master's degree","free/reduced","none","61","71","67"
"male","group C","bachelor's degree","standard","none","50","51","40"
"male","group B","high school","standard","none","78","75","74"
"female","group B","associate's degree","standard","completed","78","98","93"
"female","group D","some college","free/reduced","none","67","77","75"
"male","group C","some college","free/reduced","none","76","87","80"
"female","group C","high school","standard","completed","47","58","59"
"male","group B","some college","standard","completed","60","59","58"
"female","group D","high school","standard","none","71","77","75"
"male","group D","master's degree","free/reduced","none","55","46","46"
"female","group B","master's degree","free/reduced","none","67","74","71"
"male","group E","high school","standard","none","83","68","64"
"male","group C","associate's degree","standard","none","68","65","60"
"female","group C","bachelor's degree","free/reduced","completed","51","76","76"
"male","group A","some high school","free/reduced","none","73","73","67"
"male","group C","master's degree","standard","none","93","84","85"
"male","group B","bachelor's degree","free/reduced","none","43","39","39"
"female","group C","bachelor's degree","free/reduced","none","74","88","90"
"male","group C","some high school","standard","none","69","68","60"
"female","group C","associate's degree","standard","none","55","63","63"
"female","group B","associate's degree","standard","none","60","66","67"
"female","group D","associate's degree","free/reduced","none","54","59","57"
"male","group D","master's degree","standard","completed","92","90","94"
"male","group C","associate's degree","standard","none","64","68","59"
"male","group E","bachelor's degree","standard","none","83","79","80"
"female","group B","associate's degree","free/reduced","none","36","40","46"
"male","group C","associate's degree","standard","none","74","73","67"
"female","group C","some high school","standard","none","49","58","55"
"female","group B","associate's degree","standard","completed","64","74","80"
"male","group C","some college","free/reduced","completed","75","68","76"
"male","group A","associate's degree","free/reduced","none","52","52","48"
"female","group E","associate's degree","standard","none","72","67","67"
"female","group E","some high school","standard","none","89","98","91"
"female","group A","associate's degree","free/reduced","none","54","70","71"
"female","group C","some high school","free/reduced","none","46","47","49"
"male","group E","some college","standard","none","84","84","82"
"male","group C","some college","free/reduced","completed","56","51","56"
"female","group D","some high school","standard","completed","36","49","41"
"female","group C","bachelor's degree","free/reduced","none","39","61","51"
"male","group C","some college","standard","none","90","87","80"
"male","group C","bachelor's degree","free/reduced","none","50","60","53"
"male","group B","some high school","standard","completed","91","80","84"
"male","group E","some high school","free/reduced","none","86","77","72"
"male","group C","some high school","standard","none","68","65","60"
"male","group E","some college","standard","none","64","59","54"
"male","group A","high school","free/reduced","completed","61","64","65"
"female","group B","high school","standard","completed","70","73","72"
"female","group B","bachelor's degree","free/reduced","completed","59","73","76"
"female","group D","some high school","free/reduced","none","43","50","53"
"male","group B","associate's degree","standard","none","64","55","53"
"male","group D","some high school","free/reduced","none","44","42","40"
"female","group C","some college","free/reduced","none","58","74","66"
"male","group D","some high school","free/reduced","completed","47","49","45"
"male","group B","high school","standard","completed","87","78","78"
"female","group D","high school","standard","none","78","79","85"
"female","group D","bachelor's degree","standard","none","76","80","80"
"male","group B","some college","standard","completed","75","70","69"
"female","group A","some high school","standard","none","80","95","93"
"male","group D","high school","standard","completed","66","68","64"
"female","group D","master's degree","free/reduced","none","61","78","79"
"female","group C","some high school","standard","none","61","64","65"
"female","group C","associate's degree","free/reduced","none","48","62","59"
"male","group B","high school","standard","none","65","61","56"
"female","group C","master's degree","standard","none","96","97","97"
"female","group C","some college","free/reduced","none","51","64","61"
"female","group C","associate's degree","standard","none","71","75","82"
"female","group B","some high school","standard","none","65","70","64"
"female","group A","bachelor's degree","free/reduced","none","42","54","56"
"male","group C","high school","standard","none","68","63","61"
"male","group E","bachelor's degree","standard","none","78","68","62"
"female","group B","some high school","standard","completed","43","65","63"
"male","group C","bachelor's degree","standard","none","86","76","76"
"male","group E","bachelor's degree","free/reduced","none","51","44","39"
"male","group A","bachelor's degree","standard","none","63","65","57"
"male","group C","some college","standard","completed","84","76","76"
"male","group C","high school","standard","completed","79","67","68"
"male","group C","associate's degree","free/reduced","completed","70","68","65"
"male","group C","some college","standard","none","80","70","68"
"female","group B","associate's degree","standard","none","65","77","67"
"female","group C","high school","free/reduced","completed","76","91","84"
"female","group C","bachelor's degree","standard","none","100","100","96"
"male","group B","bachelor's degree","free/reduced","completed","44","59","52"
"female","group D","bachelor's degree","free/reduced","completed","58","78","78"
"female","group C","master's degree","standard","none","65","69","75"
"male","group C","some high school","free/reduced","none","44","43","36"
"male","group B","associate's degree","standard","completed","50","46","46"
"male","group D","bachelor's degree","standard","none","81","77","71"
"female","group C","high school","free/reduced","completed","38","40","52"
"female","group D","some college","standard","none","81","95","89"
"female","group E","associate's degree","free/reduced","none","60","66","66"
"male","group E","associate's degree","standard","none","68","69","65"
"female","group C","some college","standard","completed","87","100","96"
"male","group E","associate's degree","standard","completed","100","87","86"
"male","group D","some college","free/reduced","completed","74","76","77"
"male","group D","some college","standard","completed","65","50","53"
"female","group B","high school","standard","none","57","62","58"
"female","group C","some high school","free/reduced","completed","75","77","83"
"male","group A","associate's degree","standard","none","43","51","46"
"female","group B","master's degree","standard","none","57","56","64"
"female","group C","master's degree","free/reduced","completed","54","61","70"
"male","group B","associate's degree","free/reduced","none","58","52","52"
"male","group E","some high school","standard","none","74","68","63"
"male","group C","master's degree","free/reduced","none","70","72","71"
"male","group E","high school","standard","none","86","81","71"
"female","group B","some high school","standard","none","44","61","51"
"female","group D","some college","free/reduced","none","47","49","56"
"female","group B","some high school","standard","completed","70","85","84"
"female","group C","high school","free/reduced","completed","81","90","92"
"female","group B","some high school","standard","completed","65","85","84"
"female","group D","some high school","free/reduced","none","50","60","56"
"female","group A","some high school","standard","none","50","64","57"
"male","group A","bachelor's degree","standard","none","79","80","75"
"female","group B","associate's degree","standard","none","52","64","59"
"male","group E","high school","standard","none","87","71","71"
"female","group D","bachelor's degree","standard","completed","80","84","93"
"female","group D","high school","free/reduced","none","53","66","66"
"male","group B","associate's degree","standard","none","50","48","52"
"female","group B","bachelor's degree","free/reduced","none","72","86","90"
"female","group B","some high school","standard","none","67","67","68"
"female","group C","some high school","standard","completed","73","71","75"
"female","group C","some college","standard","none","56","68","70"
"female","group A","bachelor's degree","standard","none","59","64","68"
"female","group C","associate's degree","free/reduced","none","48","70","64"
"female","group D","master's degree","free/reduced","none","60","80","79"
"male","group B","high school","standard","none","84","86","81"
"male","group E","bachelor's degree","standard","completed","68","69","71"
"female","group E","high school","standard","none","86","90","83"
"male","group D","associate's degree","free/reduced","none","46","52","53"
"male","group D","some college","standard","completed","84","76","74"
"male","group E","some college","standard","none","81","80","71"
"male","group E","associate's degree","free/reduced","none","53","41","40"
"female","group D","bachelor's degree","standard","none","81","75","80"
"male","group B","high school","free/reduced","none","64","59","54"
"male","group D","some high school","standard","none","78","74","69"
"male","group B","high school","standard","none","67","59","56"
"male","group C","associate's degree","standard","completed","71","69","66"
"male","group B","bachelor's degree","standard","none","71","60","58"
"female","group C","associate's degree","standard","completed","59","70","72"
"male","group C","some high school","standard","completed","69","71","63"
"male","group B","high school","standard","completed","53","53","53"
"female","group C","some college","free/reduced","completed","54","58","54"
"female","group B","bachelor's degree","free/reduced","completed","42","53","54"
"male","group B","some college","standard","none","63","57","55"
"male","group A","high school","free/reduced","completed","76","82","80"
"female","group D","some college","standard","none","75","84","83"
"male","group D","some college","standard","none","74","77","65"
"female","group D","some college","free/reduced","none","45","50","58"
"female","group C","bachelor's degree","standard","completed","70","80","88"
"female","group B","bachelor's degree","standard","none","74","78","81"
"female","group C","some high school","standard","completed","75","71","75"
"male","group E","some high school","standard","none","100","90","78"
"female","group D","associate's degree","free/reduced","none","54","71","74"
"male","group A","high school","free/reduced","completed","62","61","66"
"female","group D","some college","standard","none","48","62","62"
"female","group A","some college","standard","completed","64","58","66"
"female","group B","some college","standard","none","38","45","46"
"female","group D","some college","standard","none","69","68","73"
"male","group B","associate's degree","standard","completed","74","79","78"
"male","group E","high school","standard","completed","71","71","62"
"male","group D","high school","free/reduced","completed","92","89","92"
"male","group E","master's degree","standard","completed","77","66","69"
"male","group D","some high school","standard","none","63","63","58"
"female","group B","some college","free/reduced","none","45","58","56"
"female","group A","high school","standard","none","41","53","46"
"female","group A","bachelor's degree","free/reduced","completed","63","77","82"
"female","group C","some high school","standard","completed","67","80","81"
"female","group E","some high school","standard","none","76","80","79"
"male","group C","some college","standard","none","58","56","53"
"male","group C","associate's degree","standard","none","60","56","56"
"female","group A","some high school","standard","none","68","77","74"
"male","group D","high school","standard","completed","83","77","81"
"male","group E","high school","free/reduced","completed","71","79","73"
"male","group B","associate's degree","standard","completed","54","61","58"
"male","group B","some high school","standard","none","77","68","69"
"male","group D","associate's degree","standard","completed","81","71","82"
"male","group E","some college","free/reduced","none","54","45","38"
"female","group D","bachelor's degree","standard","completed","77","86","89"
"male","group B","some high school","standard","completed","72","77","62"
"female","group A","some college","free/reduced","completed","44","59","60"
"female","group D","associate's degree","standard","completed","78","95","88"
"female","group D","some college","free/reduced","none","67","77","76"
"male","group B","some college","standard","completed","69","61","71"
"male","group B","high school","standard","none","68","64","61"
"male","group D","high school","standard","none","58","54","49"
"male","group B","bachelor's degree","standard","completed","86","83","82"
"female","group C","some high school","free/reduced","none","54","70","60"
"female","group B","high school","free/reduced","none","55","76","66"
"male","group B","associate's degree","standard","completed","75","70","68"
"female","group C","bachelor's degree","standard","none","83","94","94"
"female","group B","master's degree","standard","completed","93","98","100"
"male","group E","high school","standard","none","94","82","80"
"female","group D","bachelor's degree","free/reduced","completed","68","83","80"
"female","group B","some high school","standard","none","46","56","56"
"female","group A","some college","free/reduced","completed","79","90","93"
"male","group C","bachelor's degree","free/reduced","none","44","46","51"
"female","group B","some high school","standard","none","77","92","85"
"female","group D","some high school","standard","completed","80","83","80"
"male","group D","some high school","free/reduced","none","68","59","59"
"male","group C","high school","standard","none","57","58","48"
"female","group D","associate's degree","standard","none","80","97","93"
"female","group D","associate's degree","standard","none","64","69","67"
"male","group C","high school","standard","none","78","70","66"
"female","group D","high school","free/reduced","completed","69","87","83"
"female","group A","some high school","free/reduced","completed","46","59","61"
"female","group C","some college","standard","completed","88","93","91"
"male","group D","some college","standard","none","55","44","42"
"female","group B","bachelor's degree","standard","completed","64","73","78"
"female","group C","some high school","standard","none","62","62","63"
"female","group E","some high school","standard","none","80","75","74"
"male","group D","associate's degree","standard","completed","92","92","95"
"male","group D","high school","standard","completed","79","76","76"
"male","group D","bachelor's degree","standard","completed","100","100","100"
"female","group B","bachelor's degree","standard","completed","62","63","71"
"male","group A","high school","free/reduced","none","50","61","47"
"female","group D","associate's degree","standard","none","80","76","82"
"male","group B","associate's degree","standard","completed","86","90","91"
"female","group C","associate's degree","standard","completed","52","67","69"
"male","group B","high school","free/reduced","completed","56","50","55"
"male","group D","high school","standard","completed","79","69","72"
"female","group D","some college","standard","completed","80","90","90"
"female","group B","master's degree","free/reduced","completed","60","70","69"
"female","group C","some college","standard","none","53","60","60"
"male","group A","high school","free/reduced","completed","59","66","60"
"female","group B","associate's degree","free/reduced","none","72","77","81"
"female","group B","some high school","free/reduced","none","63","76","77"
"male","group E","some high school","free/reduced","none","79","71","67"
"female","group B","some college","standard","none","54","65","58"
"male","group D","associate's degree","standard","completed","85","92","90"
"male","group C","high school","standard","completed","79","70","66"
"male","group B","associate's degree","free/reduced","completed","71","75","68"
"male","group C","high school","standard","none","52","42","41"
"male","group E","associate's degree","free/reduced","completed","61","62","58"
"male","group C","some high school","free/reduced","none","71","69","65"
"female","group C","associate's degree","standard","none","71","58","66"
"female","group D","high school","standard","none","49","53","55"
"male","group C","some college","standard","completed","67","67","66"
"male","group C","high school","free/reduced","none","70","76","67"
"male","group C","some high school","free/reduced","none","69","73","69"
"male","group E","bachelor's degree","standard","none","81","78","81"
"male","group B","master's degree","free/reduced","none","68","64","60"
"male","group B","associate's degree","standard","none","61","53","54"
"female","group C","some high school","standard","none","79","74","76"
"female","group A","master's degree","free/reduced","completed","73","85","82"
"male","group C","some college","standard","completed","61","57","56"
"female","group D","high school","free/reduced","none","45","56","56"
"male","group B","some high school","free/reduced","none","55","55","44"
"female","group B","bachelor's degree","free/reduced","completed","71","79","84"
"female","group E","associate's degree","free/reduced","none","68","75","70"
"female","group C","master's degree","standard","completed","75","83","91"
"male","group D","high school","free/reduced","none","61","56","57"
"male","group C","bachelor's degree","standard","completed","81","76","81"
"male","group A","high school","standard","none","53","44","34"
"female","group D","master's degree","standard","none","68","71","77"
"female","group D","bachelor's degree","standard","completed","93","98","100"
"female","group C","associate's degree","standard","none","81","95","94"
"male","group D","master's degree","standard","none","41","45","42"
"female","group D","some college","free/reduced","completed","52","75","75"
"male","group C","associate's degree","standard","none","81","70","68"
"female","group A","associate's degree","standard","none","70","73","66"
"male","group C","some college","standard","none","63","59","55"
"male","group E","some high school","standard","completed","85","75","78"
"male","group D","some high school","free/reduced","completed","33","32","35"
"female","group C","high school","free/reduced","none","39","48","43"
"female","group D","associate's degree","standard","none","48","61","56"
"male","group C","associate's degree","free/reduced","none","57","58","52"
"female","group B","associate's degree","standard","none","69","77","73"
"male","group A","associate's degree","standard","completed","70","67","71"
"female","group C","some college","standard","completed","54","72","74"
"female","group C","some college","free/reduced","completed","59","77","71"
"female","group B","associate's degree","free/reduced","none","57","63","62"
"male","group D","some high school","standard","none","50","46","41"
"female","group B","some high school","standard","none","63","80","78"
"female","group C","master's degree","standard","completed","96","99","100"
"male","group C","master's degree","free/reduced","none","75","86","82"
"male","group D","high school","standard","none","68","64","60"
"female","group C","some college","standard","none","51","54","58"
"female","group D","bachelor's degree","standard","completed","43","57","58"
"female","group C","bachelor's degree","standard","none","79","91","85"
"male","group C","some high school","standard","none","58","46","50"
"female","group D","some college","standard","completed","69","89","98"
"male","group A","some college","free/reduced","completed","73","78","76"
"male","group E","high school","standard","none","85","70","69"
"male","group D","bachelor's degree","standard","completed","78","82","83"
"female","group D","high school","standard","none","46","53","54"
"male","group A","master's degree","standard","completed","54","46","56"
"female","group A","some high school","free/reduced","none","69","84","81"
"female","group E","bachelor's degree","free/reduced","none","84","88","82"
"female","group B","some college","free/reduced","none","63","64","61"
"male","group E","some college","standard","completed","80","67","70"
"male","group D","some college","standard","completed","89","83","90"
"male","group C","some college","standard","none","67","61","55"
"female","group B","master's degree","standard","none","95","99","92"
"female","group D","some high school","standard","completed","77","89","95"
"male","group E","some high school","free/reduced","none","78","71","64"
"female","group B","high school","free/reduced","none","58","69","64"
"male","group D","high school","standard","none","71","65","64"
"female","group C","some high school","free/reduced","completed","62","81","83"
"female","group B","some college","standard","none","73","79","72"
"female","group D","associate's degree","standard","none","69","72","83"
"male","group B","associate's degree","free/reduced","completed","67","79","76"
"female","group E","high school","standard","none","74","88","82"
"female","group C","some college","free/reduced","completed","74","89","90"
"male","group B","high school","free/reduced","completed","60","66","58"
"female","group A","bachelor's degree","standard","completed","94","99","100"
"female","group E","bachelor's degree","standard","none","60","69","71"
"male","group D","some high school","free/reduced","completed","57","56","59"
"male","group C","associate's degree","standard","completed","88","75","81"
"male","group B","high school","free/reduced","completed","58","68","62"
"male","group A","high school","free/reduced","none","46","54","40"
"female","group B","some college","standard","completed","86","83","90"
"female","group E","bachelor's degree","free/reduced","completed","80","92","98"
"male","group B","some college","standard","none","84","81","74"
"male","group C","some high school","free/reduced","none","50","58","47"
"male","group D","high school","free/reduced","none","80","78","74"
"female","group E","high school","standard","none","60","72","67"
"female","group C","high school","standard","none","51","54","51"
"female","group E","some college","free/reduced","completed","78","79","81"
"female","group C","some high school","standard","none","65","65","64"
"male","group E","bachelor's degree","free/reduced","completed","73","89","84"
"male","group C","some college","standard","none","68","57","57"
"female","group B","high school","standard","completed","74","73","73"
"male","group B","some high school","standard","completed","59","63","60"
"male","group B","some college","free/reduced","none","56","59","58"
"male","group C","some college","standard","none","65","75","69"
"female","group C","some college","standard","none","66","77","70"
"female","group A","associate's degree","standard","completed","88","97","100"
"female","group C","high school","standard","none","51","70","61"
"female","group E","bachelor's degree","free/reduced","completed","69","84","83"
"female","group C","high school","standard","none","55","72","67"
"female","group C","some college","free/reduced","none","72","64","68"
"male","group C","bachelor's degree","free/reduced","none","55","60","58"
"male","group D","some college","standard","none","68","68","63"
"male","group D","high school","standard","completed","95","94","95"
"male","group B","high school","free/reduced","none","33","28","26"
"male","group E","master's degree","standard","none","83","82","82"
"male","group A","bachelor's degree","standard","completed","71","67","68"
"female","group C","some high school","standard","none","52","68","64"
"female","group C","some high school","standard","none","60","68","73"
"female","group C","some college","standard","completed","63","78","76"
"male","group B","master's degree","standard","none","68","64","64"
"female","group B","master's degree","standard","none","76","82","82"
"female","group C","some college","free/reduced","none","52","64","63"
"male","group A","some high school","standard","none","67","59","55"
"male","group B","associate's degree","free/reduced","completed","55","67","65"
"female","group E","high school","standard","none","68","82","75"
"female","group E","associate's degree","standard","none","78","83","80"
"female","group C","some high school","standard","none","62","76","73"
"female","group C","high school","standard","none","52","65","66"
"male","group D","master's degree","standard","none","93","82","86"
"female","group D","high school","free/reduced","none","61","69","70"
"male","group D","associate's degree","standard","none","75","76","78"
"male","group D","associate's degree","standard","none","98","92","85"
"female","group B","high school","standard","none","73","81","86"
"female","group E","some high school","standard","completed","84","100","100"
"male","group B","master's degree","standard","none","57","52","57"
"male","group D","associate's degree","free/reduced","none","37","31","42"
"female","group B","associate's degree","standard","none","60","68","68"
"male","group C","associate's degree","free/reduced","none","58","66","55"
"male","group C","master's degree","standard","none","92","86","87"
"male","group E","master's degree","free/reduced","none","88","81","79"
"female","group B","associate's degree","standard","none","64","72","74"
"male","group D","some college","standard","completed","66","71","74"
"female","group C","high school","free/reduced","none","46","65","55"
"male","group A","some high school","standard","none","76","70","62"
"female","group B","some college","free/reduced","none","26","34","35"
"female","group D","some high school","standard","none","74","82","76"
"female","group D","some college","standard","completed","69","90","94"
"male","group E","high school","standard","none","73","55","60"
"male","group B","associate's degree","standard","none","68","65","66"
"female","group B","some high school","standard","none","41","60","57"
"male","group D","associate's degree","standard","completed","72","60","72"
"female","group D","some college","free/reduced","completed","81","94","91"
"male","group B","some college","free/reduced","none","48","46","40"
"female","group C","some college","standard","none","63","70","70"
"female","group B","high school","standard","completed","68","87","86"
"male","group D","bachelor's degree","free/reduced","none","75","73","75"
"male","group B","high school","standard","none","53","55","46"
"female","group C","bachelor's degree","standard","none","88","98","93"
"male","group A","high school","free/reduced","none","49","52","45"
"female","group E","some college","standard","none","59","70","69"
"male","group C","high school","standard","none","82","77","70"
"male","group C","high school","standard","none","75","72","74"
"female","group C","some high school","standard","completed","75","90","84"
"male","group B","some high school","free/reduced","none","41","32","24"
"female","group C","associate's degree","free/reduced","none","45","50","53"
"female","group C","associate's degree","standard","none","67","75","78"
"female","group A","some high school","standard","none","70","72","74"
"male","group B","bachelor's degree","standard","none","51","52","46"
"male","group A","bachelor's degree","free/reduced","none","82","76","74"
"female","group C","high school","standard","none","53","53","54"
"female","group C","master's degree","standard","none","61","76","79"
"male","group D","high school","standard","completed","83","83","85"
"male","group B","high school","free/reduced","none","46","39","36"
"female","group E","associate's degree","standard","completed","66","66","72"
"male","group B","associate's degree","standard","none","64","62","55"
"male","group C","associate's degree","standard","completed","69","81","77"
"female","group B","some high school","free/reduced","completed","60","69","66"
"female","group B","bachelor's degree","free/reduced","none","48","64","66"
"male","group C","bachelor's degree","standard","completed","75","73","78"
"female","group B","associate's degree","standard","none","77","69","72"
"male","group A","some high school","free/reduced","none","41","38","38"
"female","group D","high school","free/reduced","completed","83","88","92"
"male","group D","master's degree","standard","completed","75","77","82"
"male","group D","high school","standard","none","91","73","71"
"male","group C","bachelor's degree","standard","none","88","90","90"
"male","group E","some college","free/reduced","completed","64","60","56"
"male","group D","some college","free/reduced","none","69","67","69"
"female","group D","master's degree","standard","completed","100","99","100"
"male","group C","associate's degree","free/reduced","completed","62","56","53"
"male","group D","high school","standard","none","77","74","71"
"female","group E","some high school","free/reduced","none","62","58","54"
"female","group B","some college","free/reduced","none","71","83","81"
"male","group A","master's degree","standard","none","72","69","66"
"male","group C","some college","standard","none","67","67","62"
"male","group C","some college","free/reduced","none","56","47","43"
"male","group E","some high school","standard","completed","81","78","79"
"male","group C","some high school","standard","completed","84","90","89"
"male","group C","high school","free/reduced","none","58","57","53"
"female","group A","some college","free/reduced","none","60","73","68"
"male","group D","bachelor's degree","standard","completed","79","71","80"
"female","group C","some high school","standard","completed","65","72","69"
"female","group D","high school","standard","completed","62","77","81"
"female","group C","high school","free/reduced","none","65","84","78"
"male","group E","some college","free/reduced","none","62","56","47"
"male","group C","some high school","standard","none","70","75","66"
"male","group B","associate's degree","standard","none","75","82","79"
"female","group D","associate's degree","standard","none","70","63","67"
"male","group B","high school","standard","completed","62","59","60"
"male","group D","high school","standard","completed","66","59","52"
"female","group E","high school","standard","completed","74","77","73"
"male","group E","bachelor's degree","free/reduced","completed","94","80","85"
"male","group E","some college","free/reduced","completed","74","73","69"
"male","group C","master's degree","standard","none","69","66","65"
"female","group C","high school","free/reduced","none","49","61","55"
"female","group A","some high school","standard","none","56","59","63"
"female","group B","high school","free/reduced","completed","61","68","65"
"female","group B","associate's degree","free/reduced","none","37","55","51"
"female","group B","some college","standard","completed","57","80","79"
"female","group D","high school","standard","completed","54","59","56"
"female","group D","high school","standard","completed","66","80","81"
"female","group D","some high school","standard","completed","57","79","80"
"female","group A","bachelor's degree","free/reduced","none","46","68","66"
"male","group C","high school","standard","none","43","40","34"
"female","group C","some college","free/reduced","none","60","66","67"
"female","group D","bachelor's degree","free/reduced","none","54","60","66"
"male","group B","bachelor's degree","standard","none","90","89","80"
"female","group C","associate's degree","standard","none","86","93","94"
"female","group D","some high school","standard","none","75","76","81"
"male","group E","high school","standard","none","55","46","48"
"female","group C","high school","standard","none","50","62","56"
"female","group A","some college","standard","none","67","77","76"
"female","group B","some high school","standard","none","44","45","50"
"female","group E","master's degree","free/reduced","completed","67","73","82"
"male","group D","high school","standard","none","82","63","61"
"male","group C","some college","standard","none","60","67","60"
"male","group A","some college","standard","completed","57","67","60"
"female","group E","associate's degree","free/reduced","none","21","38","32"
"male","group D","some college","free/reduced","completed","65","51","56"
"female","group A","high school","standard","none","80","76","82"
"male","group C","some college","standard","completed","76","70","73"
"female","group C","some college","free/reduced","none","29","42","38"
"male","group B","some high school","standard","none","47","51","48"
"male","group D","bachelor's degree","standard","none","81","79","83"
"female","group D","high school","standard","none","72","84","89"
"male","group C","some high school","standard","none","71","60","60"
"male","group C","high school","free/reduced","none","67","50","56"
"female","group A","some high school","standard","none","62","71","69"
"male","group C","some college","free/reduced","none","77","85","79"
"female","group C","associate's degree","free/reduced","none","53","70","64"
