type,sourceName,creationDate,startDate,endDate,value,sourceVersion,device
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-02 00:49:00 -0400,2015-03-02 08:13:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-02 00:38:00 -0400,2015-03-02 08:38:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-03 01:45:00 -0400,2015-03-03 07:50:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-03 01:30:00 -0400,2015-03-03 08:09:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-04 01:13:00 -0400,2015-03-04 08:17:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-04 01:04:00 -0400,2015-03-04 08:41:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-05 02:10:00 -0400,2015-03-05 09:07:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-05 02:03:00 -0400,2015-03-05 09:48:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-09 00:08:00 -0400,2015-03-09 07:10:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-08 23:54:00 -0400,2015-03-09 07:24:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-11 00:05:00 -0400,2015-03-11 07:31:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-11 00:00:00 -0400,2015-03-11 07:40:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-12 00:39:00 -0400,2015-03-12 07:13:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-12 00:33:00 -0400,2015-03-12 07:34:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-13 00:42:00 -0400,2015-03-13 06:59:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-13 00:40:00 -0400,2015-03-13 07:50:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-14 23:15:00 -0400,2015-03-15 07:06:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-14 23:00:00 -0400,2015-03-15 08:02:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-16 00:23:00 -0400,2015-03-16 06:57:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-16 00:23:00 -0400,2015-03-16 07:33:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-17 00:32:00 -0400,2015-03-17 06:27:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-17 00:15:00 -0400,2015-03-17 07:00:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-18 00:06:00 -0400,2015-03-18 10:01:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-18 00:02:00 -0400,2015-03-18 12:00:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-22 00:48:00 -0400,2015-03-22 08:22:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-22 00:42:00 -0400,2015-03-22 09:00:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-22 23:52:00 -0400,2015-03-23 07:46:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-22 23:04:00 -0400,2015-03-23 08:04:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-25 12:00:00 -0400,2015-03-26 04:01:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-03-26 13:12:00 -0400,2015-03-26 23:09:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-04-04 00:59:00 -0400,2015-04-04 08:03:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-04-04 00:53:00 -0400,2015-04-04 08:20:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-04-07 00:30:00 -0400,2015-04-07 07:07:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-04-07 00:15:00 -0400,2015-04-07 07:25:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-04-11 00:13:00 -0400,2015-04-11 07:10:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-04-11 00:03:00 -0400,2015-04-11 09:00:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-04-16 23:23:00 -0400,2015-04-17 05:26:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-19 09:42:14 -0400,2015-04-16 22:49:00 -0400,2015-04-17 05:49:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-27 10:02:38 -0400,2015-04-22 23:15:00 -0400,2015-04-23 07:19:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-27 10:02:38 -0400,2015-04-22 23:03:00 -0400,2015-04-23 07:39:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-30 15:52:57 -0400,2015-04-27 00:23:00 -0400,2015-04-27 06:57:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-04-30 15:52:57 -0400,2015-04-27 00:10:00 -0400,2015-04-27 07:25:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-03 23:18:00 -0400,2015-05-04 06:21:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-03 23:18:00 -0400,2015-05-04 07:08:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-05 00:00:00 -0400,2015-05-05 09:11:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-04 23:45:00 -0400,2015-05-05 14:16:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-06 07:32:00 -0400,2015-05-06 10:40:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-06 07:24:00 -0400,2015-05-06 15:50:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-07 00:43:00 -0400,2015-05-07 06:39:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-07 00:30:00 -0400,2015-05-07 07:00:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-10 00:15:00 -0400,2015-05-10 07:10:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-10 00:15:00 -0400,2015-05-10 07:43:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-13 00:11:00 -0400,2015-05-13 07:10:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-13 00:05:00 -0400,2015-05-13 07:55:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-15 23:30:00 -0400,2015-05-16 07:18:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-15 23:30:00 -0400,2015-05-16 08:00:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-19 00:47:00 -0400,2015-05-19 06:54:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-19 00:40:00 -0400,2015-05-19 07:08:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-20 00:37:00 -0400,2015-05-20 06:13:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-20 00:30:00 -0400,2015-05-20 06:48:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-21 00:09:00 -0400,2015-05-21 06:39:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-21 00:01:00 -0400,2015-05-21 07:15:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-23 15:06:00 -0400,2015-05-24 03:12:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-06-01 20:07:44 -0400,2015-05-23 11:49:00 -0400,2015-05-24 03:50:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-06-09 00:32:00 -0400,2015-06-09 06:49:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-06-09 00:30:00 -0400,2015-06-09 07:20:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-06-10 01:07:00 -0400,2015-06-10 06:57:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-06-10 00:40:00 -0400,2015-06-10 07:31:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-06-10 20:58:00 -0400,2015-06-11 07:00:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-06-10 20:48:00 -0400,2015-06-11 07:48:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-05 23:42:00 -0400,2015-07-06 05:41:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-05 23:30:00 -0400,2015-07-06 06:15:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-06 22:35:00 -0400,2015-07-07 05:38:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-06 22:30:00 -0400,2015-07-07 06:07:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-07 23:53:00 -0400,2015-07-08 06:21:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-07 23:46:00 -0400,2015-07-08 06:44:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-18 00:38:00 -0400,2015-07-18 07:32:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-18 00:32:00 -0400,2015-07-18 07:48:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-19 00:17:00 -0400,2015-07-19 07:24:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-19 00:09:00 -0400,2015-07-19 08:20:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-20 00:51:00 -0400,2015-07-20 07:13:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-20 00:34:00 -0400,2015-07-20 07:37:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-21 00:30:00 -0400,2015-07-21 05:40:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-21 00:26:00 -0400,2015-07-21 06:23:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-22 00:24:00 -0400,2015-07-22 08:15:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-22 00:16:00 -0400,2015-07-22 08:21:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-23 00:25:00 -0400,2015-07-23 06:20:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-23 00:20:00 -0400,2015-07-23 06:36:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-24 00:19:00 -0400,2015-07-24 07:14:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-24 00:13:00 -0400,2015-07-24 07:33:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-25 00:39:00 -0400,2015-07-25 07:06:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-25 00:37:00 -0400,2015-07-25 07:46:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-26 00:48:00 -0400,2015-07-26 08:35:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-26 00:45:00 -0400,2015-07-26 08:46:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-29 00:11:00 -0400,2015-07-29 06:52:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-28 23:58:00 -0400,2015-07-29 07:19:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-30 00:02:00 -0400,2015-07-30 06:53:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-30 00:00:00 -0400,2015-07-30 07:24:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-31 00:20:00 -0400,2015-07-31 06:49:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-07-31 00:06:00 -0400,2015-07-31 07:22:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-01 01:10:00 -0400,2015-08-01 08:00:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-01 01:10:00 -0400,2015-08-01 08:20:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-01 23:57:00 -0400,2015-08-02 08:01:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-01 23:51:00 -0400,2015-08-02 08:44:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-03 00:19:00 -0400,2015-08-03 06:22:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-03 00:19:00 -0400,2015-08-03 06:48:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-03 22:55:00 -0400,2015-08-04 05:44:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-03 22:55:00 -0400,2015-08-04 06:42:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-04 23:23:00 -0400,2015-08-05 06:29:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-04 23:23:00 -0400,2015-08-05 07:10:00 -0400,HKCategoryValueSleepAnalysisInBed,,
HKCategoryTypeIdentifierSleepAnalysis,Sync Solver,2015-08-11 17:53:34 -0400,2015-08-05 23:08:00 -0400,2015-08-06 04:42:00 -0400,HKCategoryValueSleepAnalysisAsleepUnspecified,,
